Player,Country,Birthdate,ResidencyFormer,Team,Residency,Role,FavChamps,RoleLast,IsRetired,ToWildrift,AllName,Birthdate__precision
mace (Mason Korf),United States,,,Rochester University,North America,Support,,Support,0,0,Maces,
Mach (Vincent Mach),United States,,,San Jose State University,North America,Support,,Support,0,0,Mach (Vincent Mach),
Machado,Brazil,1997-10-30,,Malvinas Gaming Academy,Brazil,Coach,,Coach,0,0,Machado,1
Machaka,Spain,,,,EMEA,Support,,Support,0,0,Machaka,
Machete,South Korea,2005-07-16,,BNK FearX Academy,Korea,Jungle,,Jungle,0,0,Machete,1
Machine (Alex Richardson),United Kingdom,1993-08-31,,,,Broadcast Talent,Nidalee,Broadcast Talent,0,0,Machine (Alex Richardson),1
Machine (Batuhan Karagenç),Turkey,2001-05-24,Turkey,,EMEA,Bot,,Bot,1,0,Machine (Batuhan Karagenç),1
Machuc,Colombia,,,DSC3V,Latin America,Coach,,Head Coach,0,0,Machuc,
Machuc,Colombia,,,DSC3V,Latin America,Coach,,Head Coach,0,0,Xenovia,
Machuki,Spain,1997-08-13,Europe,Team Heretics,EMEA,Coach,,Head Coach,0,0,Machuki,1
MaciuSx,Spain,,,,Europe,Support,,Support,1,0,MaciuSx,
Macjei,Poland,,Europe,IMProve Team,EMEA,Mid,"Tristana,Hwei,Orianna",Mid,0,0,Macjei,
Mack,Germany,,,,EMEA,Coach,,Head Coach,0,0,Mack,
Macko (Vicko Mihovilčević),Croatia,2001-02-26,Europe,,EMEA,Jungle,,Jungle,0,0,Macko (Vicko Mihovilčević),1
MacroMaikol,Chile,,,,LAS,Bot,,Bot,1,0,MacroMaikol,
Macrophyre,Peru,,,,LAN,Owner,,Owner,1,0,Macrophyre,
MacT,China,1995-08-20,,LoL Pro League,China,Caster,,Caster,0,0,MacT,1
MacT,China,1995-08-20,,LoL Pro League,China,Caster,,Caster,0,0,Magao,1
MacT,China,1995-08-20,,LoL Pro League,China,Caster,,Caster,0,0,MaunTain,1
MacT,China,1995-08-20,,LoL Pro League,China,Caster,,Caster,0,0,MaunTian,1
Mactor,France,,,,Europe,Bot,,Bot,1,0,Mactor,
Mactor,France,,,,Europe,Bot,,Bot,1,0,Mact0r,
Macu,Mexico,2004-08-05,,Kapsoura,Latin America,Mid,Syndra,Mid,0,0,Macu,1
Macucho,Ecuador,,,,Latin America,Support,,Support,0,0,Macucho,
Mad (Park Sang-duk),South Korea,,,,Korea,Bot,Tristana,Bot,1,0,Mad (Park Sang-duk),
Mad Emperor,Japan,,,,Japan,Bot,,Bot,1,0,Mad Emperor,
Mad Emperor,Japan,,,,Japan,Bot,,Bot,1,0,MadEmperor,
Mada (Felipe Gómez),Chile,,,,LAS,Streamer,"Elise,Lee Sin,Jarvan IV,Kha'Zix",Streamer,1,0,Mada (Felipe Gómez),
Mada (Felipe Gómez),Chile,,,,LAS,Streamer,"Elise,Lee Sin,Jarvan IV,Kha'Zix",Streamer,1,0,MadafOckeR,
Mada (Kristóf Kovács),Hungary,,,,Europe,Mid,,Top,1,0,Mada (Kristóf Kovács),
Madagger,Turkey,1996-01-01,,,Turkey,Support,,Support,1,0,Madagger,1
MadBlade,Costa Rica,1998-05-13,Latin America North,Icon Esports (Mexican Team),Latin America,Support,"Thresh,Pyke,Alistar,Rakan",Support,0,0,MadBlade,1
MadBlade,Costa Rica,1998-05-13,Latin America North,Icon Esports (Mexican Team),Latin America,Support,"Thresh,Pyke,Alistar,Rakan",Support,0,0,Madble,1
MadBlade,Costa Rica,1998-05-13,Latin America North,Icon Esports (Mexican Team),Latin America,Support,"Thresh,Pyke,Alistar,Rakan",Support,0,0,SAP MadBlade,1
MadDogg,Hong Kong,2004-04-17,,Deep Cross Gaming Academy,Asia Pacific,Bot,"Aphelios,Kalista,Kai'Sa",Bot,0,0,MadDogg,1
MaDe,Finland,,Europe,Bastu Five,EMEA,Mid,,Mid,0,0,MaDe,
Madge,Brazil,,,Rise Gaming,Brazil,Coach,,Coach,0,0,Madge,
Madge,Brazil,,,Rise Gaming,Brazil,Coach,,Coach,0,0,Mad (Mateus Mathias),
Madi,Germany,2000-02-06,,,Europe,Bot,"Jhin,Ezreal,Xayah",Bot,1,0,Madi,1
Madi,Germany,2000-02-06,,,Europe,Bot,"Jhin,Ezreal,Xayah",Bot,1,0,Madilicious,1
Madi XO,United Arab Emirates,1996-05-03,None,,EMEA,Bot,"Caitlyn,Aphelios,Kalista",Bot,0,0,Madi XO,1
Madi XO,United Arab Emirates,1996-05-03,None,,EMEA,Bot,"Caitlyn,Aphelios,Kalista",Bot,0,0,Madi (Madiha Naz),1
MadLife,South Korea,1992-10-05,,Riot Games Inc.,Korea,Analyst,"Blitzcrank,Alistar,Thresh,Sona",Analyst,0,0,MadLife,1
madlifeonur,Turkey,2001-06-24,Turkey,,EMEA,Support,,Support,0,0,Madlifeonur,1
madlifeonur,Turkey,2001-06-24,Turkey,,EMEA,Support,,Support,0,0,Ansgar,1
madlifeonur,Turkey,2001-06-24,Turkey,,EMEA,Support,,Support,0,0,Minor,1
madlifeonur,Turkey,2001-06-24,Turkey,,EMEA,Support,,Support,0,0,Onur (Onur Yıldırım),1
Madly,Turkey,1999-03-13,Turkey,,EMEA,Coach,,Coach,0,0,Madly,1
Madneps,Russia,1987-01-10,,,CIS,Manager,"Ashe,Miss Fortune,Vayne",General Manager,1,0,Madneps,1
Madneps,Russia,1987-01-10,,,CIS,Manager,"Ashe,Miss Fortune,Vayne",General Manager,1,0,Dododo,1
Madness (Dhari Al-Mutairi),Kuwait,,None,,EMEA,Jungle,,Jungle,1,0,Madness (Dhari Al-Mutairi),
Madness (Gökhan Uçar),Turkey,1996-08-20,,,Turkey,Bot,Caitlyn,Bot,1,0,Madness (Gökhan Uçar),1
Madoka,Peru,1990-02-02,Latin America North,,Latin America,Coach,"Thresh,Morgana,Caitlyn",Head Coach,1,0,Madoka,1
Madoka (Ari Leira),Mexico,,,Peek Rainy,Latin America,Jungle,,Jungle,0,0,Madoka (Ari Leira),
Madrid1st,Russia,,CIS,,EMEA,Mid,,Mid,0,0,Madrid1st,
Madrid1st,Russia,,CIS,,EMEA,Mid,,Mid,0,0,MaDR1D1sT,
MadWolf,Taiwan,1996-12-17,Taiwan,,LMS,Coach,,Head Coach;Bot,1,1,MadWolf,1
MadWolf,Taiwan,1996-12-17,Taiwan,,LMS,Coach,,Head Coach;Bot,1,1,Madness (Chung Yen-Chen),1
MadWolf,Taiwan,1996-12-17,Taiwan,,LMS,Coach,,Head Coach;Bot,1,1,Madnesss,1
maer,China,,,,China,Jungle,,Jungle,1,0,Maer,
Maestra,Austria,1996-04-16,Europe,,EMEA,Support,"Rakan,Leona,Karma,Shaco",Support,1,0,Maestra,1
Maestro (Hu Jian-Xin),China,1998-04-24,,,China,Support,,Support,1,0,Maestro (Hu Jian-Xin),1
Maestro (Hu Jian-Xin),China,1998-04-24,,,China,Support,,Support,1,0,Maestr0,1
Maestro (Lucas Pierre),Brazil,,,FURIA,Brazil,Coach,,General Manager,0,0,Maestro (Lucas Pierre),
Maestro (Petr Přívratský),Czech Republic,,Europe,,EMEA,Manager,,Manager;Support,0,0,Maestro (Petr Přívratský),
Maestro (Petr Přívratský),Czech Republic,,Europe,,EMEA,Manager,,Manager;Support,0,0,Maestro0,
Maestro (Petr Přívratský),Czech Republic,,Europe,,EMEA,Manager,,Manager;Support,0,0,Maestroo,
Mafa,South Korea,1992-10-30,,,Korea,Coach,"Soraka,Alistar,Sona",Head Coach,0,0,Mafa,1
Mafab,Germany,,,,Europe,Bot,"Lucian,Kalista,Tristana",Bot,1,0,Mafab,
Mafia,Chile,,,,Latin America,Jungle,"Lee Sin,Sylas,Elise",Jungle,1,0,Mafia,
Mafia,Chile,,,,Latin America,Jungle,"Lee Sin,Sylas,Elise",Jungle,1,0,TheRealMafia,
Mafin (Ayaz Selo),Ukraine,,,,CIS,Top,,Top,1,0,Mafin (Ayaz Selo),
Mafin (Ayaz Selo),Ukraine,,,,CIS,Top,,Top,1,0,Mafinayaz,
Mafin (Ayaz Selo),Ukraine,,,,CIS,Top,,Top,1,0,Mafinaz,
Mafin (Martin Vrána),Czech Republic,,,,Europe,Jungle,,Jungle,1,0,Mafin (Martin Vrána),
Mafra,Portugal,1999-03-18,,,Europe,Support,"Bard,Thresh",Support,1,0,Mafra,1
Mafro,Croatia,,Europe,Akroma,EMEA,Jungle,,Jungle,0,0,Mafro,
mag1cian,Latvia,,,,Europe,Jungle,"Evelynn,Nidalee,Xerath",Jungle,1,0,Mag1cian,
mag1cian,Latvia,,,,Europe,Jungle,"Evelynn,Nidalee,Xerath",Jungle,1,0,Fricis,
Magaña,Costa Rica,1996-09-24,,,Latin America,Support,Thresh,Support,1,0,Magaña,1
mage,China,,,LoL Pro League,China,Caster,,Caster,0,0,Mage,
mage,China,,,LoL Pro League,China,Caster,,Caster,0,0,Xiaoma,
Maged,Egypt,2001-01-14,None,,EMEA,Top,"Fiora,Irelia,Akali",Top,0,0,Maged,1
Maged,Egypt,2001-01-14,None,,EMEA,Top,"Fiora,Irelia,Akali",Top,0,0,Maged1,1
Magenta,Costa Rica,,,,Latin America,Support,,Support,1,0,Magenta,
Magerdanger,United States,1998-01-02,,,North America,Jungle,,Jungle,1,0,Magerdanger,1
Maggatt,Costa Rica,1997-11-06,,,Latin America,Jungle,"Lee Sin,Graves,Taliyah,Jarvan IV",Jungle,1,0,Maggatt,1
Maggie,China,2000-08-07,,Joy Dream,China,Jungle,,Jungle,0,0,Maggie,1
Magi,South Korea,,,,North America,Support,,Support,0,0,Magi,
Magic (Faris Almazroouei),United Arab Emirates,2003-05-01,None,,EMEA,Mid,"Akali,Yone,Diana,Viego,Sylas",Mid,0,0,Magic (Faris Almazroouei),1
Magic (Faris Almazroouei),United Arab Emirates,2003-05-01,None,,EMEA,Mid,"Akali,Yone,Diana,Viego,Sylas",Mid,0,0,ALMAZROUEI,1
Magic (Zhou Jun-Xuan),China,1996-11-28,,,China,Jungle,"Elise,Rek'Sai",Jungle,1,0,Magic (Zhou Jun-Xuan),1
Magic (Zhou Jun-Xuan),China,1996-11-28,,,China,Jungle,"Elise,Rek'Sai",Jungle,1,0,LawLiet,1
Magical,United States,,,,North America,Caster,,Caster,0,0,Magical,
Magical,United States,,,,North America,Caster,,Caster,0,0,Mad Magical,
Magical,United States,,,,North America,Caster,,Caster,0,0,MadMagical,
Magico (César González Puchades),Spain,2001-02-23,Europe,,EMEA,Mid,,Mid,0,0,Magico (César González Puchades),1
Magico (César González Puchades),Spain,2001-02-23,Europe,,EMEA,Mid,,Mid,0,0,Magico Gonsales,1
Magico (Matias Muñoz),Argentina,1996-10-03,Latin America South,,Latin America,Mid,"Aurelion Sol,LeBlanc,Azir",Mid,1,0,Magico (Matias Muñoz),1
MagicWindom,Hong Kong,1990-06-01,,,China,Top,Teemo,Top,1,0,MagicWindom,1
MagiFelix,Sweden,2000-02-27,,,Europe,Mid,Azir,Mid,1,0,MagiFelix,1
Magikarp,Austria,,Europe,,EMEA,Jungle,,Jungle,1,0,Magikarp,
Magikarp,Austria,,Europe,,EMEA,Jungle,,Jungle,1,0,Ice pokemon,
Magma,Romania,,Europe,,EMEA,Bot,,Bot,0,0,Magma,
magmag,Turkey,,,,Turkey,Jungle,,Jungle,1,0,Magmag,
Magmawave,Cyprus,,Europe,,EMEA,Top,,Top,0,0,Magmawave,
Magne Johan,Norway,,,,Europe,Support,,Support,1,0,Magne Johan,
Magong,South Korea,2000-02-26,,,Korea,Jungle,,Jungle,1,0,Magong,1
Magong,South Korea,2000-02-26,,,Korea,Jungle,,Jungle,1,0,박민수,1
Magoo,Turkey,,,,Turkey,Mid,,Mid,1,0,Magoo,
Magoo,Turkey,,,,Turkey,Mid,,Mid,1,0,MrMago,
Magoo,Turkey,,,,Turkey,Mid,,Mid,1,0,MrMagoo,
Mags,Canada,,,,North America,Mid,,Mid,1,0,Mags,
Maguafu,China,,,,China,Support,,Support,1,0,Maguafu,
Maguafu,China,,,,China,Support,,Support,1,0,Zhoumofu,
Magui Sunshine,Argentina,1990-10-12,LAS,Riot Games Inc.,Latin America,Broadcast Talent,"Miss Fortune,Sejuani,Kha'Zix",Host,0,0,Magui Sunshine,1
Maguilão,Brazil,,,RED Academy,Brazil,Bot,,Bot,0,0,Maguilão,
Magvayer,Poland,,,Polsat Games,EMEA,Caster,,Caster,0,0,Magvayer,
Magzilla,New Zealand,,,,Oceania,Top,,Top,1,0,Magzilla,
MaHa,South Korea,1995-11-07,,,Korea,Coach,,Coach,0,0,MaHa,1
MaHa,South Korea,1995-11-07,,,Korea,Coach,,Coach,0,0,Mach,1
MaHa,South Korea,1995-11-07,,,Korea,Coach,,Coach,0,0,Moon (Oh Hyun-sik),1
Mahisto,Portugal,,,,Europe,Coach,,Head Coach,1,0,Mahisto,
Mahonix,Netherlands,2002-03-20,Europe,Myth Esports,EMEA,Support,,Support,0,0,Mahonix,1
Mahonix,Netherlands,2002-03-20,Europe,Myth Esports,EMEA,Support,,Support,0,0,MahonixMan,1
mahP,United States,,,,North America,Support,,Support,0,0,MahP,
mai,China,,,,China,Jungle,"Jinx,Twitch",Jungle,1,0,Mai,
mai,China,,,,China,Jungle,"Jinx,Twitch",Jungle,1,0,MaiTnT,
Mai (American Player),Hong Kong,,,Pookie Bears,North America,Coach,,Manager,0,0,Mai (American Player),
Mai Dora,Vietnam,1995-02-25,,Vietnam Championship Series,Vietnam,Broadcast Talent,,Broadcast Talent,0,0,Mai Dora,1
Maick,Costa Rica,1996-02-27,,,Latin America,Bot,"Sivir,Ezreal",Bot,1,0,Maick,1
Maig,Chile,2004-05-14,,,Latin America,Mid,,Mid,0,0,Maig,1
Maig,Chile,2004-05-14,,,Latin America,Mid,,Mid,0,0,Kąitt,1
Maik,Spain,,,,EMEA,Top,,Top,0,0,Maik,
Maik,Spain,,,,EMEA,Top,,Top,0,0,Strave,
Maikehan,Philippines,2005-10-13,,West Point Esports Academy,Asia Pacific,Mid,"Ryze,Ahri,LeBlanc,Akali,Cassiopeia,Neeko,Zoe",Mid,0,0,Maikehan,1
Maikeu,,,Europe,,EMEA,Bot,,Bot,0,0,Maikeu,
Maikeu,,,Europe,,EMEA,Bot,,Bot,0,0,Maikeuw,
Maintenance,Turkey,,,,Turkey,Mid,,Mid,1,0,Maintenance,
MaiX,China,1999-07-02,,,China,Mid,,Mid,1,0,MaiX,1
MaiX,China,1999-07-02,,,China,Mid,,Mid,1,0,Huatian,1
MaiYuk,China,2002-01-14,Europe,Dynasty,EMEA,Top,,Top,0,0,MaiYuk,1
Maizijian,China,1991-05-15,,Ninjas in Pyjamas.CN,China,Coach,,Coach,0,0,Maizijian,1
Maizijian,China,1991-05-15,,Ninjas in Pyjamas.CN,China,Coach,,Coach,0,0,Kindaichi,1
Maizijian,China,1991-05-15,,Ninjas in Pyjamas.CN,China,Coach,,Coach,0,0,Pokemon,1
Maizijian,China,1991-05-15,,Ninjas in Pyjamas.CN,China,Coach,,Coach,0,0,WDtsw,1
Maizijian,China,1991-05-15,,Ninjas in Pyjamas.CN,China,Coach,,Coach,0,0,金田一,1
Majd,Denmark,1999-10-19,,,Europe,Jungle,"Lee Sin,Nidalee,Draven",Jungle,1,0,Majd,1
Majihal,Argentina,,,,LAS,Top,,Top,0,0,Majihal,
Majitz,Brazil,,,,Brazil,Jungle,,Top,1,0,Majitz,
Majitz,Brazil,,,,Brazil,Jungle,,Top,1,0,Loky (Vinícius Alves),
Majkkl,Czech Republic,2004-04-09,,,Europe,Bot,"Samira,Xayah,Kai'Sa,Jhin",Bot,1,0,Majkkl,1
Major,Turkey,1995-06-03,,,Turkey,Coach,,Coach,1,0,Major,1
Major,Turkey,1995-06-03,,,Turkey,Coach,,Coach,1,0,R3puTabLe,1
Majoss,Czech Republic,,Europe,,EMEA,Bot,,Bot,0,0,Majoss,
Majstro,Slovakia,,,,Europe,Jungle,,Jungle,1,0,Majstro,
Majutek,Poland,1998-12-12,,WitchHUB,EMEA,Caster,"Thresh,Braum,Janna",Caster,0,0,Majutek,1
Mak0 (Marco Russo),Italy,2000-08-05,,,EMEA,Support,,Support,0,0,Mak0 (Marco Russo),1
Mak0 (Marco Russo),Italy,2000-08-05,,,EMEA,Support,,Support,0,0,MakO,1
Mak0 (Marco Russo),Italy,2000-08-05,,,EMEA,Support,,Support,0,0,Mako (Marco Russo),1
Maka (Gabriel Barreto),Brazil,,,,Brazil,Jungle,,Jungle,1,0,Maka (Gabriel Barreto),
Maka (Gabriel Barreto),Brazil,,,,Brazil,Jungle,,Jungle,1,0,Makarove,
Maka (Martin Ek),Sweden,,,,Europe,Top,,Top,1,0,Maka (Martin Ek),
Makabaka,China,,,,China,Top,,Top,1,0,Makabaka,
Makabaka,China,,,,China,Top,,Top,1,0,Peppap1g,
Make,Spain,,Europe,,EMEA,Support,,Support,0,0,Make,
Make,Spain,,Europe,,EMEA,Support,,Support,0,0,Make1,
MakeItBetter,Slovakia,,,,Europe,Mid,"LeBlanc,Ryze,Zoe,Azir,Cassiopeia",Mid,1,0,MakeItBetter,
MakeItBetter,Slovakia,,,,Europe,Mid,"LeBlanc,Ryze,Zoe,Azir,Cassiopeia",Mid,1,0,Makeit,
Makemesnow,Russia,,,,CIS,Support,,Top,1,0,Makemesnow,
Makes,Brazil,,,Liberty,Brazil,Top,"Darius,Sett,K'Sante",Top,0,0,Makes,
Makimasplit,Russia,,,,CIS,Support,,Support,1,0,Makimasplit,
Makinui,United Kingdom,,,,Europe,Coach,,Assistant Coach,1,0,Makinui,
Makinyan,Japan,,,,Japan,Top,,Top,1,0,Makinyan,
Makishy,Chile,2002-10-11,,,Latin America,Mid,"Yone,Sylas,Riven",Mid,0,0,Makishy,1
Makishy,Chile,2002-10-11,,,Latin America,Mid,"Yone,Sylas,Riven",Mid,0,0,MaKiShi,1
Makk,Poland,2005-07-29,Europe,,EMEA,Top,"Shen,Nocturne,Gnar",Top,0,0,Makk,1
Makler,Poland,1992-03-08,,,Europe,Bot,"Kog'Maw,Corki,Twitch,Miss Fortune",Bot,1,0,Makler,1
MakNooN,South Korea,1991-11-16,,,Korea,Coach,"Nidalee,Irelia,Poppy,Sion",Coach,1,0,MakNooN,1
Mako (Martín Rodríguez Lorente),Spain,,,,Europe,Support,,Support,1,0,Mako (Martín Rodríguez Lorente),
Mako (Martín Rodríguez Lorente),Spain,,,,Europe,Support,,Support,1,0,Mak0 (Martín Rodríguez Lorente),
Makony,Poland,1999-04-20,Europe,,EMEA,Top,,Top,0,0,Makony,1
Makony,Poland,1999-04-20,Europe,,EMEA,Top,,Top,0,0,Gymrat,1
Makony,Poland,1999-04-20,Europe,,EMEA,Top,,Top,0,0,M4cony,1
makrýs,China,,,Winthrop University,North America,Analyst,,Analyst,0,0,Makrýs,
MaKu,Poland,1998-06-10,,Forsaken (Polish Team),EMEA,Coach,,Strategic Coach,0,0,MaKu,1
Malacko,Hungary,,Europe,Lenovo Legion Honvéd,EMEA,Jungle,,Jungle,0,0,Malacko,
Malacko,Hungary,,Europe,Lenovo Legion Honvéd,EMEA,Jungle,,Jungle,0,0,Jeneik17,
Malaclypse,United States,,,,North America,Coach,,Assistant Coach,1,0,Malaclypse,
Malau,France,2002-01-22,Europe,Twisted Minds,EMEA,Coach,,Head Coach,0,0,Malau,1
Malavita,Vietnam,,,,SEA,Top,,Top,1,0,Malavita,
Malavita,Vietnam,,,,SEA,Top,,Top,1,0,Sub13,
Malayä,France,,,Team E2G,Europe,Mid,,Mid,1,0,Malayä,
Malaz,United Arab Emirates,1996-05-31,,,Oceania,Top,"Ryze,Cassiopeia",Top,1,0,Malaz,1
Malazunto,Dominican Republic,1989-03-26,,,Latin America,Caster,"Veigar,Vel'Koz,Morgana",Caster,0,0,Malazunto,1
Malcom,Greece,,,,Europe,Bot,,Bot,1,0,Malcom,
Maldego,United States,,,,North America,Top,,Top,1,0,Maldego,
Malefic,Nepal,2000-07-09,,,North America,Mid,"Akali,Aatrox,Sylas",Mid,1,0,Malefic,1
Malek,Germany,,,,Europe,Top,,Top,1,0,Malek,
MalevolentTitan,United States,,,University of Colorado Boulder,North America,Top,,Top,0,0,MalevolentTitan,
Malex,Mexico,2000-10-19,,,Latin America,Mid,"Xerath,Lee Sin,Orianna",Mid,1,0,Malex,1
malf,France,1995-11-01,,,Europe,Jungle,"Fiddlesticks,Lee Sin",Jungle,1,0,Malf,1
MalfusX,United States,1987-06-30,,,North America,Caster,,Caster,1,0,MalfusX,1
MalhevenLord,Argentina,,,,LAS,Jungle,,Jungle,1,0,MalhevenLord,
Mali (Lidia Dib),Mexico,,,INFINITY Female,Latin America,Bot,,Substitute,0,0,Mali (Lidia Dib),
Mali Mrav,Serbia,,Europe,Crvena zvezda Esports,EMEA,Bot,,Bot,0,0,Mali Mrav,
Mali Mrav,Serbia,,Europe,Crvena zvezda Esports,EMEA,Bot,,Bot,0,0,Miša (Miloš Lukić),
Malice,Sweden,1997-02-22,Europe,Ruddy Esports,EMEA,Jungle,,Jungle,0,0,Malice,1
Malice,Sweden,1997-02-22,Europe,Ruddy Esports,EMEA,Jungle,,Jungle,0,0,Murthh,1
Malice,Sweden,1997-02-22,Europe,Ruddy Esports,EMEA,Jungle,,Jungle,0,0,Sebastian (Sebastian Edholm),1
Malice,Sweden,1997-02-22,Europe,Ruddy Esports,EMEA,Jungle,,Jungle,0,0,Sedholm,1
MaliG,Portugal,,Europe,,EMEA,Mid,,Mid,0,0,MaliG,
Malio Klintas,Portugal,,Europe,Keypulse Esports,EMEA,Coach,,Head Coach,0,0,Malio Klintas,
Malio Klintas,Portugal,,Europe,Keypulse Esports,EMEA,Coach,,Head Coach,0,0,Malio,
Malkkari,Finland,1994-10-01,,,Europe,Bot,"Draven,Lucian",Bot,1,0,Malkkari,1
Mallek,Australia,,,,Oceania,Jungle,,Jungle;Owner,1,0,Mallek,
Malo,Norway,,,,Europe,Bot,,Bot,1,0,Malo,
Malorf,France,,,,Europe,Support,,Support,1,0,Malorf,
Malrang,South Korea,2000-02-09,,,Korea,Jungle,"Jarvan IV,Lee Sin",Jungle,0,0,Malrang,1
Malunoo,Sweden,1990-11-18,,,Europe,Jungle,"Jarvan IV,Amumu,Shen",Jungle,1,0,Malunoo,1
Malvavisco,Chile,,,,Latin America,Support,,Support,1,0,Malvavisco,
Malygos,China,,,,China,Jungle,Elise,Jungle,1,0,Malygos,
Mamba,Chile,2003-02-25,,,Latin America,Top,,Top,1,0,Mamba,1
Mamel,Peru,,,,LAN,Support,,Support,1,0,Mamel,
Mampfi,Germany,,,,Europe,Jungle,,Jungle,1,0,Mampfi,
Mamu,Colombia,2002-06-21,,Fuego,Latin America,Bot,,Bot,0,0,Mamu,1
Managger,Costa Rica,,,,Latin America,Top,,Top,1,0,Managger,
manajj,Brazil,1993-03-20,,,Brazil,Streamer,"Corki,Kog'Maw,Ezreal,Caitlyn,Lucian",Streamer,1,0,Manajj,1
manajj,Brazil,1993-03-20,,,Brazil,Streamer,"Corki,Kog'Maw,Ezreal,Caitlyn,Lucian",Streamer,1,0,Manalol,1
Manaty,France,2002-01-21,Europe,Team Phantasma,EMEA,Jungle,"Kindred,Xin Zhao,Graves",Jungle,0,0,Manaty,1
Manaty,France,2002-01-21,Europe,Team Phantasma,EMEA,Jungle,"Kindred,Xin Zhao,Graves",Jungle,0,0,Manaty v2,1
Manaty,France,2002-01-21,Europe,Team Phantasma,EMEA,Jungle,"Kindred,Xin Zhao,Graves",Jungle,0,0,Manaty4,1
mancloud,United States,1991-07-28,,,North America,Mid,"Yasuo,Ryze,Zed,Ahri",Mid,1,0,Mancloud,1
mancloud,United States,1991-07-28,,,North America,Mid,"Yasuo,Ryze,Zed,Ahri",Mid,1,0,Mandatory cloud,1
mancloud,United States,1991-07-28,,,North America,Mid,"Yasuo,Ryze,Zed,Ahri",Mid,1,0,Mandatorycloud,1
Manco,United States,,,Bethany Lutheran College,North America,Jungle,Teemo,Jungle,0,0,Manco,
Mandiocaa,Brazil,1996-06-26,,,Brazil,Mid,"Karthus,Zyra,Zilean,Orianna",Mid,1,0,Mandiocaa,1
Mando,Egypt,,None,,EMEA,Top,,Top,0,0,Mando,
Mando,Egypt,,None,,EMEA,Top,,Top,0,0,Mando (Egyptian Player),
Manel,Brazil,,,FURIA Academy,Brazil,Support,Pyke,Support,0,0,Manel,
Mangalis,Latvia,,,,Europe,Jungle,,Jungle,1,0,Mangalis,
Mangchi,South Korea,,,,Korea,Mid,,Mid,1,0,Mangchi,
Mangja,South Korea,2003-08-19,,,Korea,Bot,,Bot,0,0,Mangja,1
Mango (Daniel Morissette),United States,,,,North America,Coach,,Head Coach,1,0,Mango (Daniel Morissette),
Mango (Daniel Morissette),United States,,,,North America,Coach,,Head Coach,1,0,Morissette,
Mango (Daniel Morissette),United States,,,,North America,Coach,,Head Coach,1,0,TheIntenseMango,
mango (Wang Shun),China,,,,China,Jungle,,Jungle,1,0,Mango (Wang Shun),
mango (Wang Shun),China,,,,China,Jungle,,Jungle,1,0,Wuming (Wang Shun),
Mangoo,Egypt,2004-01-15,None,RA'AD,EMEA,Bot,"Kalista,Kai'sa",Bot,0,0,Mangoo,1
MANGOZ,China,,,,China,Top,,Top,1,0,MANGOZ,
Maniac (Branden Skoupas),Canada,,,,North America,Jungle,"Kayn,Evelynn",Jungle,0,0,Maniac (Branden Skoupas),
Maniac (Tomasz Klimek),Poland,,Europe,,EMEA,Mid,"Orianna,Yasuo,Azir,Syndra",Mid,0,0,Maniac (Tomasz Klimek),
Maniaku,Portugal,,,,Europe,Support,"Thresh,Braum,Nami",Support,1,0,Maniaku,
Maniaku,Portugal,,,,Europe,Support,"Thresh,Braum,Nami",Support,1,0,Maniac (José Ferreira),
Maniaku,Portugal,,,,Europe,Support,"Thresh,Braum,Nami",Support,1,0,ManiacC,
Manifest,Chile,2004-12-19,,,Latin America,Bot,"Kai'Sa,Jhin,Ezreal,Xayah",Bot,0,0,Manifest,1
Manifest,Chile,2004-12-19,,,Latin America,Bot,"Kai'Sa,Jhin,Ezreal,Xayah",Bot,0,0,MANIFESSTT,1
ManillaV,Taiwan,,,,LMS,Top,,Top,1,0,ManillaV,
Manjarres,Ecuador,,,,Latin America,Jungle,,Jungle,0,0,Manjarres,
Manki,Germany,2000-05-16,Europe,,EMEA,Bot,"Xayah,Lucian,Vayne",Bot,0,0,Manki,1
Manki,Germany,2000-05-16,Europe,,EMEA,Bot,"Xayah,Lucian,Vayne",Bot,0,0,Mank1,1
Manki,Germany,2000-05-16,Europe,,EMEA,Bot,"Xayah,Lucian,Vayne",Bot,0,0,MarkiManki,1
ManLaLa,Hong Kong,1995-08-15,,,Oceania,Bot,"Kalista,Kai'Sa,Sivir",Bot,1,0,ManLaLa,1
Manny (José Garcia),Mexico,1998-01-09,,All Knights,Latin America,Owner,"Braum,Bard,Thresh,Karma",Team Manager,0,0,Manny (José Garcia),1
Manny (José Garcia),Mexico,1998-01-09,,All Knights,Latin America,Owner,"Braum,Bard,Thresh,Karma",Team Manager,0,0,Manny (José Manuel Garcia Lugo),1
Manny (Manfred Shek),Hong Kong,,,,PCS,Coach,,Coach,1,0,Manny (Manfred Shek),
Manny (Manfred Shek),Hong Kong,,,,PCS,Coach,,Coach,1,0,Reign (Manfred Shek),
Mano (Axel Jouzac),France,,Europe,Skillcamp,EMEA,Mid,,Mid,0,0,Mano (Axel Jouzac),
Mano (Axel Jouzac),France,,Europe,Skillcamp,EMEA,Mid,,Mid,0,0,Manoblood,
Manolete,Spain,,Europe,,EMEA,Bot,,Bot,0,0,Manolete,
ManolinGuilder,Brazil,,,,Brazil,Bot,"Caitlyn,Lucian",Bot,1,0,ManolinGuilder,
