OverviewPage,DateStart,Date,Region,Country,EventType,League,DateStart__precision,Date__precision
E-elements League of Legends Autumn Cup 2020,2020-10-18,2020-11-08,Japan,Japan,Online,ANIMAX e-elements,1,1
E-Sport Festival 2015 Logitech G Tournament/Final,2015-08-21,2015-08-23,LMS,Hong Kong,Offline,E-Sport Festival 2015,1,1
E-Sport Festival 2015 Logitech G Tournament/Stage 1,2015-06-28,2015-06-28,LMS,Hong Kong,Offline,E-Sport Festival 2015,1,1
E-Sport Festival 2015 Logitech G Tournament/Stage 2,2015-07-12,2015-07-12,LMS,Hong Kong,Offline,E-Sport Festival 2015,1,1
E-Sport Festival 2015 Logitech G Tournament/Stage 3,2015-07-16,2015-07-16,LMS,Hong Kong,Offline,E-Sport Festival 2015,1,1
E-Sport Festival 2015 Logitech G Tournament/Stage 4,2015-08-09,2015-08-09,LMS,Hong Kong,Offline,E-Sport Festival 2015,1,1
E-Sports Festival 2016/Hong Kong,2016-08-19,2016-08-20,LMS,Hong Kong,Offline,E-Sport Festival 2015,1,1
E-Sports Festival 2016/Taiwan,2016-07-28,2016-08-01,LMS,Taiwan,Offline,E-Sport Festival 2015,1,1
E-Sports Ranking 2013/Season 3,2013-09-06,2013-09-28,LMS,,Online/Offline,E-Sports Ranking,1,1
E-Sports Ranking 2013/Season 4,2013-12-06,2013-12-21,LMS,,Online/Offline,E-Sports Ranking,1,1
E-Sports Ranking 2014/Season 1,2014-03-01,2014-03-28,LMS,,Online/Offline,E-Sports Ranking,1,1
E-Sports Revolution Gamers vs Corona,2020-05-01,2020-05-06,MENA,Tunisia,Online,E-Sports Revolution Gamers vs Corona,1,1
E-Sports Square V,,,Japan,Japan,,,,
E-University League 2017,2017-07-22,2017-07-22,Europe,Portugal,Offline,E-Univeristy,1,1
E-University League 2018,2018-06-02,2018-06-02,Europe,Portugal,Online,E-University League,1,1
E-University League 2019,2019-06-15,2019-06-16,Europe,,Online,E-University League,1,1
E-University League LAN Finals,,2015-07-12,Europe,,,,,1
E2K19,2019-11-30,2019-12-01,Europe,Cyprus,Offline,E2K19,1,1
EASARS PCG Pro League,2012-03-11,2012-05-20,China,China,Online,EASARS PCG Pro League,1,1
East Games United 2011,2011-05-28,2011-05-29,Europe,Poland,Offline,,1,1
Eaubonne Esport 2018,2018-09-22,2018-09-23,Europe,France,,Eaubonne Esport,1,1
Ebinmo TV Cup,2019-11-23,2019-11-30,Japan,Japan,Online,Ebinmo TV Cup,1,1
Eclypsia Christmas Cup,2012-12-21,2012-12-21,Europe,,Online,,1,1
Eclypsia Rise of Legend,2012-04-18,2012-04-30,Europe,,Offline,,1,1
ECS/2016 Season/Spring Playoffs,2016-05-10,2016-05-12,LMS,Taiwan,Offline,Elite Challenger Series,1,1
ECS/2016 Season/Spring Season,2016-02-27,2016-04-30,LMS,Taiwan,Online,Elite Challenger Series,1,1
ECS/2016 Season/Summer Playoffs,2016-08-27,2016-08-28,LMS,Taiwan,Offline,Elite Challenger Series,1,1
ECS/2016 Season/Summer Promotion,2016-06-04,2016-06-05,LMS,Taiwan,Online,,1,1
ECS/2016 Season/Summer Season,2016-06-18,2016-08-14,LMS,Taiwan,Online,Elite Challenger Series,1,1
ECS/2017 Season/Spring Playoffs,2017-04-15,2017-04-16,LMS,Taiwan,Offline,Elite Challenger Series,1,1
ECS/2017 Season/Spring Promotion,2016-12-03,2016-12-04,LMS,Taiwan,Online,Elite Challenger Series,1,1
ECS/2017 Season/Spring Season,2017-01-16,2017-03-29,LMS,Taiwan,Online/Offline,Elite Challenger Series,1,1
ECS/2017 Season/Summer Playoffs,2017-08-11,2017-08-12,LMS,Taiwan,Offline,Elite Challenger Series,1,1
ECS/2017 Season/Summer Season,2017-06-06,2017-08-06,LMS,Taiwan,Online/Offline,Elite Challenger Series,1,1
ECS/2018 Season/Spring Playoffs,2018-04-04,2018-04-05,LMS,Taiwan,Offline,Elite Challenger Series,1,1
ECS/2018 Season/Spring Season,2018-01-16,2018-03-29,LMS,Taiwan,Online/Offline,Elite Challenger Series,1,1
ECS/2018 Season/Summer Playoffs,2018-08-28,2018-08-31,LMS,Taiwan,Online,Elite Challenger Series,1,1
ECS/2018 Season/Summer Season,2018-07-03,2018-08-22,LMS,Taiwan,Online,Elite Challenger Series,1,1
ECS/2019 Season/Spring Playoffs,2019-03-12,2019-04-03,LMS,Taiwan,Online,Elite Challenger Series,1,1
ECS/2019 Season/Spring Season,2019-01-15,2019-03-06,LMS,Taiwan,Online,Elite Challenger Series,1,1
ECS/2019 Season/Summer Playoffs,2019-07-22,2019-08-13,LMS,Taiwan,Online,Elite Challenger Series,1,1
ECS/2019 Season/Summer Season,2019-06-03,2019-07-16,LMS,Taiwan,Online,Elite Challenger Series,1,1
Edu Esports League 2020,2019-11-17,2020-05-24,Europe,Poland,,Edu Esports League,1,1
Eesti Liiga 2019,2019-11-17,2019-11-24,Europe,Estonia,,Unknown,1,1
EEvent 11 Arbon,2018-05-18,2018-05-21,Europe,Switzerland,,EEvent,1,1
EEvent 12 St. Gallen,2019-01-05,2019-01-06,Europe,Switzerland,,EEvent,1,1
EEvent 13 Arbon,2019-06-07,2019-06-09,Europe,Switzerland,,EEvent,1,1
EEvent X Burgdorf,2018-02-16,2018-02-18,Europe,Switzerland,,EEvent,1,1
EGaming 2013,2013-09-14,2013-09-15,Europe,Greece,,eGaming,1,1
EGaming 2014,2014-09-13,2014-09-14,Europe,Greece,,eGaming,1,1
EGaming 2014/Open Qualifier,2014-09-01,2014-09-04,Europe,Greece,,eGaming,1,1
EGaming 2015,2015-09-12,2015-09-13,Europe,Greece,,eGaming,1,1
EGaming 2015/Open Qualifier,2015-08-29,2015-08-29,Europe,Greece,,eGaming,1,1
EGaming 2016,2016-09-17,2016-09-18,Europe,Greece,,eGaming,1,1
EGaming 2016/Closed Qualifier,2016-08-28,2016-08-28,Europe,Greece,,eGaming,1,1
EGaming 2017,2017-09-16,2017-09-17,Europe,Greece,Offline,eGaming,1,1
EGaming 2017/Community Match,2017-09-12,2017-09-12,Europe,,,eGaming,1,1
EGaming 2017/Open Qualifier,2017-08-27,2017-08-27,Europe,Greece,,eGaming,1,1
EGaming 2021,2021-09-18,2021-09-19,Europe,Greece,Offline,eGaming,1,1
EGaming 2021/inSpot Qualifier,2021-09-02,2021-09-02,Europe,Greece,,,1,1
EGaming 2021/Online Qualifier,2021-09-05,2021-09-05,Europe,Greece,Offline,eGaming,1,1
Eindhoven Game Festival 2023 Showmatch,2023-04-22,2023-04-22,EMEA,Netherlands,Offline,Eindhoven Game Festival,1,1
EKWB Esports Series 3,2021-11-06,2021-11-06,Europe,,Online,EKWB Esports Series,1,1
ELEAGUE Spring Cup 2021,2021-05-07,2021-05-15,Europe,Czech Republic,,eLEAGUE,1,1
ELEAGUE Spring Cup 2021/Qualifiers,2021-04-29,2021-04-30,Europe,Czech Republic,,eLEAGUE,1,1
ELEAGUE Spring Cup 2021/Qualifiers/Qualifier 1,2021-04-02,2021-04-02,Europe,Czech Republic,,eLEAGUE,1,1
ELEAGUE Spring Cup 2021/Qualifiers/Qualifier 2,2021-04-09,2021-04-09,Europe,Czech Republic,,eLEAGUE,1,1
ELEAGUE Spring Cup 2021/Qualifiers/Qualifier 3,2021-04-16,2021-04-16,Europe,Czech Republic,,eLEAGUE,1,1
ELEAGUE Spring Cup 2021/Qualifiers/Qualifier 4,2021-04-23,2021-04-23,Europe,Czech Republic,,eLEAGUE,1,1
ELEAGUE Summer Cup 2022,2022-06-25,2022-07-05,Europe,Czech Republic,,eLEAGUE,1,1
ELEAGUE Summer Cup 2022/Qualifiers,2022-06-21,2022-06-21,Europe,Czech Republic,,eLEAGUE,1,1
ELEAGUE Summer Cup 2022/Qualifiers/Qualifier 1,2022-06-10,2022-06-10,Europe,Czech Republic,,eLEAGUE,1,1
ELEAGUE Summer Cup 2022/Qualifiers/Qualifier 2,2022-06-12,2022-06-12,Europe,Czech Republic,,eLEAGUE,1,1
ELEAGUE Summer Cup 2022/Qualifiers/Qualifier 3,2022-06-14,2022-06-14,Europe,Czech Republic,,eLEAGUE,1,1
ELEAGUE Summer Cup 2022/Qualifiers/Qualifier 4,2022-06-16,2022-06-16,Europe,Czech Republic,,eLEAGUE,1,1
ELEAGUE Winter Cup 2021,2021-12-11,2021-12-19,Europe,Czech Republic,,eLEAGUE,1,1
ELEAGUE Winter Cup 2021/Qualifiers,2021-12-08,2021-12-09,Europe,Czech Republic,,eLEAGUE,1,1
ELEAGUE Winter Cup 2021/Qualifiers/Qualifier 1,2021-11-28,2021-11-28,Europe,Czech Republic,,eLEAGUE,1,1
ELEAGUE Winter Cup 2021/Qualifiers/Qualifier 2,2021-11-30,2021-11-30,Europe,Czech Republic,,eLEAGUE,1,1
ELEAGUE Winter Cup 2021/Qualifiers/Qualifier 3,2021-12-03,2021-12-03,Europe,Czech Republic,,eLEAGUE,1,1
ELEAGUE Winter Cup 2021/Qualifiers/Qualifier 4,2021-12-06,2021-12-06,Europe,Czech Republic,,eLEAGUE,1,1
ELEAGUE Winter Cup 2022,2022-12-19,2022-12-22,EMEA,Czech Republic,,eLEAGUE,1,1
ELEAGUE Winter Cup 2022/Qualifiers,2022-12-17,2022-12-17,EMEA,Czech Republic,,eLEAGUE,1,1
ELEAGUE Winter Cup 2022/Qualifiers/Qualifier 1,2022-12-06,2022-12-06,EMEA,Czech Republic,,eLEAGUE,1,1
ELEAGUE Winter Cup 2022/Qualifiers/Qualifier 2,2022-12-08,2022-12-08,EMEA,Czech Republic,,eLEAGUE,1,1
ELEAGUE Winter Cup 2022/Qualifiers/Qualifier 3,2022-12-11,2022-12-11,EMEA,Czech Republic,,eLEAGUE,1,1
ELEAGUE Winter Cup 2022/Qualifiers/Qualifier 4,2022-12-13,2022-12-13,EMEA,Czech Republic,,eLEAGUE,1,1
Electronic Sports Festival 2018,2018-03-23,2018-03-25,Europe,Austria,Offline,Electronic Sports Festival,1,1
Electronic Sports Festival 2019,2019-03-28,2019-03-30,Europe,Austria,Offline,Electronic Sports Festival,1,1
Electronic Sports World Cup 2015,2015-10-28,2015-10-30,Europe,France,Offline,ESWC Summer 2017,1,1
Elements League/2022 Season/Closing Playoffs,2022-07-11,2022-07-27,Latin America,,Online/Offline,Elements League,1,1
Elements League/2022 Season/Closing Season,2022-05-23,2022-07-05,Latin America,,Online,Elements League,1,1
Elements League/2022 Season/Opening Playoffs,2022-03-14,2022-03-23,Latin America,,Online,Elements League,1,1
Elements League/2022 Season/Opening Season,2022-01-24,2022-03-08,Latin America,,Online,Elements League,1,1
Elements League/2023 Season/Opening Playoffs,2023-03-10,2023-03-24,Latin America,,Online,Elements League,1,1
Elements League/2023 Season/Opening Promotion,2022-07-18,2022-07-18,Latin America,,Online,Elements League,1,1
Elements League/2023 Season/Opening Season,2023-01-13,2023-03-03,Latin America,,Online,Elements League,1,1
ELF Step 1,2022-01-11,2022-01-18,Europe,France,Online,Esport League FR,1,1
ELF Step 2,2022-02-08,2022-02-15,Europe,France,Online,Esport League FR,1,1
Elite Gamers League International 2014,2014-12-07,2014-12-14,LAN,Guatemala,Online,,1,1
Elite of Europe,2012-07-16,2012-07-17,Europe,,Online,Elite of Europe,1,1
Elite Series 2nd Division/2023 Season/Spring Playoffs,2023-03-22,2023-03-31,EMEA,Belgium,Online,Elite Series 2nd Division,1,1
Elite Series 2nd Division/2023 Season/Spring Qualifiers,2023-01-21,2023-01-22,EMEA,Belgium,Online,Elite Series 2nd Division,1,1
Elite Series 2nd Division/2023 Season/Spring Qualifiers/Open Qualifier,2023-01-18,2023-01-19,EMEA,Belgium,Online,Elite Series 2nd Division,1,1
Elite Series 2nd Division/2023 Season/Spring Split,2023-01-25,2023-03-19,EMEA,Belgium,Online,Elite Series 2nd Division,1,1
Elite Series 2nd Division/2023 Season/Summer Playoffs,2023-07-25,2023-08-04,EMEA,Belgium,Online,Elite Series 2nd Division,1,1
Elite Series 2nd Division/2023 Season/Summer Split,2023-06-07,2023-07-21,EMEA,Belgium,Online,Elite Series 2nd Division,1,1
Elite Series 2nd Division/2024 Season/Spring Playoffs,2024-03-13,2024-03-30,EMEA,Belgium,Online,Elite Series 2nd Division,1,1
Elite Series 2nd Division/2024 Season/Spring Promotion,2023-09-13,2023-09-20,EMEA,Belgium,Online,Elite Series 2nd Division,1,1
Elite Series 2nd Division/2024 Season/Spring Split,2024-01-24,2024-03-08,EMEA,Belgium,Online,Elite Series 2nd Division,1,1
Elite Series 2nd Division/2024 Season/Summer Playoffs,2024-07-15,2024-07-26,EMEA,Belgium,Online,Elite Series 2nd Division,1,1
Elite Series 2nd Division/2024 Season/Summer Promotion,2024-04-24,2024-05-03,EMEA,Belgium,Online,Elite Series 2nd Division,1,1
Elite Series 2nd Division/2024 Season/Summer Split,2024-06-03,2024-07-12,EMEA,Belgium,Online,Elite Series 2nd Division,1,1
Elite Series Amateur Circuit/2023 Season/Spring Open Tournaments/Open 1,2023-02-04,2023-02-05,EMEA,Belgium,Online,Elite Series Amateur Circuit,1,1
Elite Series Amateur Circuit/2023 Season/Spring Open Tournaments/Open 2,2023-03-04,2023-03-05,EMEA,Belgium,Online,Elite Series Amateur Circuit,1,1
Elite Series Amateur Circuit/2023 Season/Spring Open Tournaments/Open 3,2023-04-08,2023-04-09,EMEA,Belgium,Online,Elite Series Amateur Circuit,1,1
Elite Series Amateur Circuit/2023 Season/Spring Playoffs,2023-04-28,2023-05-03,EMEA,Belgium,Online,Elite Series Amateur Circuit,1,1
Elite Series Amateur Circuit/2023 Season/Summer Open Tournaments/Open 1,2023-06-17,2023-06-18,EMEA,Belgium,Online,Elite Series Amateur Circuit,1,1
Elite Series Amateur Circuit/2023 Season/Summer Open Tournaments/Open 2,2023-07-01,2023-07-02,EMEA,Belgium,Online,Elite Series Amateur Circuit,1,1
Elite Series Amateur Circuit/2023 Season/Summer Open Tournaments/Open 3,2023-07-15,2023-07-16,EMEA,Belgium,Online,Elite Series Amateur Circuit,1,1
Elite Series Amateur Circuit/2023 Season/Summer Playoffs,2023-07-22,2023-08-08,EMEA,Belgium,Online,Elite Series Amateur Circuit,1,1
Elite Series Amateur Circuit/2024 Season/Spring Open Tournaments/Open 1,2024-02-03,2024-02-04,EMEA,Belgium,Online,Elite Series Amateur Circuit,1,1
Elite Series Amateur Circuit/2024 Season/Spring Open Tournaments/Open 2,2024-03-02,2024-03-03,EMEA,Belgium,Online,Elite Series Amateur Circuit,1,1
Elite Series Amateur Circuit/2024 Season/Spring Open Tournaments/Open 3,2024-04-06,2024-04-07,EMEA,Belgium,Online,Elite Series Amateur Circuit,1,1
Elite Series Amateur Circuit/2024 Season/Spring Playoffs,2024-04-20,2024-04-21,EMEA,Belgium,Online,Elite Series Amateur Circuit,1,1
Elite Series Amateur Circuit/2024 Season/Summer Open Tournaments/Open 1,2024-06-15,2024-06-16,EMEA,Belgium,Online,Elite Series Amateur Circuit,1,1
Elite Series Amateur Circuit/2024 Season/Summer Open Tournaments/Open 2,2024-07-13,2024-07-14,EMEA,Belgium,Online,Elite Series Amateur Circuit,1,1
Elite Series Amateur Circuit/2024 Season/Summer Open Tournaments/Open 3,2024-08-17,2024-08-18,EMEA,Belgium,Online,Elite Series Amateur Circuit,1,1
Elite Series Amateur Circuit/2024 Season/Summer Playoffs,2024-08-31,2024-09-01,EMEA,Belgium,Online,Elite Series Amateur Circuit,1,1
Elite Series/2022 Season/Pro-Am,2022-09-03,2022-10-01,Europe,Belgium,Online/Offline,Elite Series: League of Legends,1,1
Elite Series/2022 Season/Promotion,2021-10-23,2021-10-31,Europe,Belgium,Online,Benelux ERL,1,1
Elite Series/2022 Season/Spring Playoffs,2022-03-11,2022-03-19,Europe,Belgium,Online,Elite Series: League of Legends,1,1
Elite Series/2022 Season/Spring Split,2022-01-17,2022-03-02,Europe,Belgium,Online,Elite Series: League of Legends,1,1
Elite Series/2022 Season/Summer Playoffs,2022-07-31,2022-08-07,Europe,Belgium,Online,Elite Series: League of Legends,1,1
Elite Series/2022 Season/Summer Split,2022-06-06,2022-07-20,Europe,Belgium,Online,Elite Series: League of Legends,1,1
Elite Series/2023 Season/Benelux Masters,2023-10-10,2023-11-12,EMEA,Belgium,Online,Elite Series: League of Legends,1,1
Elite Series/2023 Season/Promotion,2022-09-12,2022-09-20,Europe,Belgium,Online,Elite Series: League of Legends,1,1
Elite Series/2023 Season/Spring Playoffs,2023-03-21,2023-03-30,EMEA,Belgium,Online,Elite Series: League of Legends,1,1
Elite Series/2023 Season/Spring Split,2023-01-24,2023-03-09,EMEA,Belgium,Online,Elite Series: League of Legends,1,1
Elite Series/2023 Season/Summer Playoffs,2023-08-01,2023-08-12,EMEA,Belgium,Online/Offline,Elite Series: League of Legends,1,1
Elite Series/2023 Season/Summer Split,2023-06-06,2023-07-20,EMEA,Belgium,Online,Elite Series: League of Legends,1,1
Elite Series/2024 Season/Benelux Masters,2024-10-08,2024-11-10,EMEA,Belgium,Online,Elite Series: League of Legends,1,1
Elite Series/2024 Season/Benelux Masters/Last Chance Qualifier,2024-09-21,2024-09-21,EMEA,Belgium,Online,Elite Series: League of Legends,1,1
Elite Series/2024 Season/Promotion,2023-09-11,2023-09-19,EMEA,Belgium,Online,Elite Series: League of Legends,1,1
Elite Series/2024 Season/Spring Playoffs,2024-03-12,2024-03-30,EMEA,Belgium,Online/Offline,Elite Series: League of Legends,1,1
Elite Series/2024 Season/Spring Split,2024-01-23,2024-03-07,EMEA,Belgium,Online,Elite Series: League of Legends,1,1
Elite Series/2024 Season/Summer Playoffs,2024-07-16,2024-07-27,EMEA,Belgium,Online/Offline,Elite Series: League of Legends,1,1
Elite Series/2024 Season/Summer Split,2024-06-04,2024-07-13,EMEA,Belgium,Online,Elite Series: League of Legends,1,1
Elite Series/2025 Season/Promotion,2024-09-03,2024-09-12,EMEA,Belgium,Online,Elite Series: League of Legends,1,1
Elite500 x Sidekick Nations Cup,2023-10-06,2023-10-08,EMEA,Europe,Online,Elite500 x Sidekick Nations Cup,1,1
Elite500 x Sidekick Nations Cup/Community Tournament,2023-09-30,2023-10-01,EMEA,Europe,Online,Elite500 x Sidekick Nations Cup,1,1
Elysium Gaming League of Legends Tournament,2015-12-29,2015-12-30,Europe,Greece,,Elysium Gaming,1,1
Elysium Online Cup 11,2019-04-23,2019-04-24,Europe,France,Online,Elysium Esport,1,1
Elysium Online Cup 12,2019-06-04,2019-06-05,Europe,France,Online,Elysium Esport,1,1
EMEA Masters/2023 Season/Spring Main Event,2023-04-11,2023-04-29,EMEA,,Online,EMEA Masters,1,1
EMEA Masters/2023 Season/Spring Play-In,2023-04-04,2023-04-07,EMEA,,Online,EMEA Masters,1,1
EMEA Masters/2023 Season/Summer Main Event,2023-08-21,2023-09-08,EMEA,,"Online, Offline (Final)",EMEA Masters,1,1
EMEA Masters/2023 Season/Summer Play-In,2023-08-14,2023-08-17,EMEA,,Online,EMEA Masters,1,1
EMEA Masters/2024 Season/Spring Main Event,2024-04-19,2024-04-28,EMEA,,Online,EMEA Masters,1,1
EMEA Masters/2024 Season/Spring Play-In,2024-04-15,2024-04-17,EMEA,,Online,EMEA Masters,1,1
EMEA Masters/2024 Season/Summer LCQ,2024-07-31,2024-08-02,EMEA,,Online,EMEA Masters,1,1
EMEA Masters/2024 Season/Summer Main Event,2024-08-05,2024-08-30,EMEA,,Online,EMEA Masters,1,1
Emerald League/2024 Season/Serie A,2024-03-13,2024-05-05,Latin America,South America,Online,Emerald League Serie A,1,1
Emerald League/2024 Season/Serie B,2024-03-12,2024-05-26,Latin America,South America,Online,Emerald League Serie B,1,1
Emerald League/2024 Season/Serie C,2024-05-01,2024-06-09,Latin America,South America,Online,Emerald League Serie C,1,1
Emerald League/2024 Season/Special Edition,2024-08-22,2024-11-03,Latin America,Argentina,Online/Offline,Emerald Series,1,1
Emerald League/2024 Season/Tier Edition,2024-01-20,2024-03-17,Latin America,South America,Online,Emerald League Tier Edition,1,1
Emperor Cup/2017 Season,2017-11-11,2017-12-16,LMS,Hong Kong,,Emperor Cup,1,1
EmpireTV Challenge,2012-09-15,2012-09-17,Europe,,Online,EmpireTV Challenge,1,1
Empresses Showdown,2023-12-02,2023-12-03,EMEA,Poland,Offline,Empresses Showdown,1,1
Empyrean Cup 2023,2023-11-03,2023-11-05,PCS,Philippines,Offline,Empyrean Cup,1,1
Empyrean Cup 2023/Open Qualifier 1,2023-09-16,2023-09-17,PCS,Philippines,Online,Empyrean Cup,1,1
Empyrean Cup 2023/Open Qualifier 2,2023-10-14,2023-10-15,Asia Pacific,Philippines,Online,Empyrean Cup,1,1
Empyrean Cup 2023/Open Qualifier 2,2023-10-14,2023-10-15,PCS,Philippines,Online,Empyrean Cup,1,1
EMS Benelux LoL Qualifiers,2012-02-23,2012-02-23,Europe,,,ESL Major Series,1,1
Encuentro Gamer Araucanía 2013,2013-10-30,2013-11-10,LAS,Chile,Offline,,1,1
Enlace Gamer League Winter 2014,2014-11-04,2014-12-14,LAN,,Online,Enlace Gamer League,1,1
Enter the Dragon,2012-10-17,2012-11-20,International,,Online,Enter the Dragon,1,1
Epic.ELEVEN,2013-07-25,2013-07-28,Europe,United Kingdom,Offline,epic.LAN,1,1
Epic.FIFTEEN,2015-07-17,2015-07-19,Europe,,Offline,epic.LAN,1,1
Epic.FOURTEEN,,2015-02-22,Europe,,,epic.LAN,,1
Epic.THIRTEEN,2014-07-17,2014-07-20,Europe,,Offline,epic.LAN,1,1
Epic.TWELVE,2014-02-14,2014-02-17,Europe,United Kingdom,Offline,epic.LAN,1,1
EPICENTER 21,2022-08-27,2022-08-28,Europe,Slovenia,,EPICENTER,1,1
EpicGear Cup,2014-02-26,2014-10-06,Europe,,Online,,1,1
EpicGear Cup 1,2014-02-26,2014-02-28,Europe,,Online,EpicGear Cup,1,1
EpicGear Cup 10,2014-07-07,2014-07-07,Europe,,Online,EpicGear Cup,1,1
EpicGear Cup 11,2014-07-14,2014-07-14,Europe,,Online,EpicGear Cup,1,1
EpicGear Cup 12,2014-07-21,2014-07-21,Europe,,Online,EpicGear Cup,1,1
EpicGear Cup 13,2014-07-28,2014-07-28,Europe,,Online,EpicGear Cup,1,1
EpicGear Cup 14,2014-08-04,2014-08-04,Europe,,Online,EpicGear Cup,1,1
EpicGear Cup 15,2014-08-11,2014-08-11,Europe,,Online,EpicGear Cup,1,1
EpicGear Cup 16,2014-08-18,2014-08-18,Europe,,Online,EpicGear Cup,1,1
EpicGear Cup 17,2014-08-25,2014-08-25,Europe,,Online,EpicGear Cup,1,1
EpicGear Cup 18,2014-09-01,2014-09-01,Europe,,Online,EpicGear Cup,1,1
EpicGear Cup 19,2014-09-08,2014-09-08,Europe,,Online,EpicGear Cup,1,1
EpicGear Cup 2,2014-03-19,2014-03-19,Europe,,Online,EpicGear Cup,1,1
EpicGear Cup 20,2014-09-15,2014-09-15,Europe,,Online,EpicGear Cup,1,1
EpicGear Cup 21,2014-09-22,2014-09-22,Europe,,Online,EpicGear Cup,1,1
EpicGear Cup 22,2014-09-29,2014-09-29,Europe,,Online,EpicGear Cup,1,1
