OverviewPage,Short,Location,Region,IsDisbanded,RenamedTo
AOE Gold,AOE,,North America,1,AOE Esports
Apex Flame Horizon,AFH,Canada,North America,1,
Apex Gaming,APX,North America,North America,1,
Apex Gigachad,APX.G,Canada,North America,1,
Apex Mission Impossible,AMI,Canada,North America,0,
Apex Pride,APP,North America,North America,1,
ApeX R Gaming,AR,Japan,Japan,1,
APictureOfAGoose,APG,United States,North America,1,
Apocalypse e-Sports,APO,Italy,EMEA,0,
APOLLO GAMING,APG,Vietnam,Vietnam,1,
APOLLO GAMING Academy,APG.A,Vietnam,Vietnam,1,
Aporia,APR,,North America,0,
Aqua Force,AQF,Thailand,SEA,1,
Aqualix Esports.NA,AQLX,Norway,North America,1,
Aquatik Esports,AQTK,,North America,1,
Aquinas College,AQ,,North America,0,
Arctic Academy,ARC.A,Spain,Europe,1,
Arctic Dawn Gaming,ADG,United Kingdom,Europe,1,Optimum Cowboys
Arctic Gaming,ARC,Spain,Europe,1,
Arctic Gaming Mexico,ARC.M,Spain,Latin America,1,
Area of Effect Brady,AOE.B,,North America,1,
Area of Effect Cope,AOE.C,,North America,1,
Area of Effect Cows,AOEC,,North America,1,
Area of Effect Dinka LFGF,AOE.LF,,North America,1,Area of Effect Dream
Area of Effect Dream,AOE.DR,,North America,1,
Area of Effect eSports,AOE,North America,North America,1,
Area of Effect Ginger Turmeric,AGT,,North America,1,Area of Effect Cows
Area of Effect Need Her,AOE.N,United States,North America,1,
Area of Effect Not Zoos,AOE.NZ,,North America,1,
Area of Effect Pump,AOEP,,North America,1,
Area of Effect Randoms,AOER,,North America,1,
Area of Effect Soupy Time,AST,,North America,1,
Area of Effect Vice,AOE.V,United States,North America,1,
Area of Effect Will's Kittens,AOE.W,,North America,1,
Arena Quesito,AQ,Spain,Europe,1,
Ares Gaming,AG,,LMS,1,
Aris Esports,AES,Greece,Europe,1,
Arizona State University,ASU,,North America,0,
ArmaTeam,ARMA,France,Europe,1,
Armored Project,AP,Indonesia,SEA,1,
Armoured Brothers,ARMB,,MENA,0,
Arsenal,ASN,North America,North America,1,
AS Esports,ASE,Vietnam,Vietnam,0,
As Gordinhas,AS G,Brazil,Brazil,1,
AS Trenčín esports,AST,Slovakia,Europe,1,
Ascendance (Turkish Team),ASC,Turkey,EMEA,1,
Ascension Gaming,ASC,Thailand,SEA,1,
Ascentia Gaming,ASCG,Finland,Europe,1,
ASP Esports,ASP,Portugal,Europe,1,
Assassin Sniper,AS,Taiwan,LMS,1,
Association de Gaming et d'Esport de Mons,AGEM,,EMEA,1,
Aston eSports,Aston,Latvia,CIS,1,
Astral Authority,AA,,North America,1,
Astralis,AST,Denmark,EMEA,1,
Astralis SB,ASB,Denmark,Europe,1,
Astralis Talent,ASTL,Denmark,Europe,1,
Asura (Korean Team),ASR,South Korea,Korea,1,
Asura eSports,ASR,Italy,Europe,1,
ASUS ROG Army,ASUS,Spain,Europe,1,S2V Esports
ASUS ROG ELITE,ASUS,Serbia,Europe,1,
ASUS ROG Female,ASUS.F,Spain,Europe,1,
AT Gaming,AT,Netherlands,Europe,1,
Atheris Esports,ATH,Mexico,Latin America,1,
Athletico Esports,ATH,Australia,Oceania,1,
Atlando Esports,ATL,Denmark,Europe,1,
Atlas (Italian Team),ATL,Italy,Europe,1,
ATLAS eSports Team,ATL,Turkey,Turkey,1,
Atleta Esport,ATE,Italy,EMEA,0,
Atleta Esport Academy,ATE.A,Italy,EMEA,0,
Atletec,ATL,France,EMEA,1,
Atomic México,MC2,Mexico,Latin America,1,
ATR esports,ATR,Germany,Europe,1,
ATR esports Denmark,ATR,Germany,Europe,1,
Aurelius Esports,AU,Guatemala,Latin America,1,
Aurora (Belgian Team),ARA,,EMEA,0,
Australs,AUS,Chile,Latin America,1,
Austrian Force willhaben,AFW,Austria,EMEA,0,
Authority E-sports,AES,Mexico,LAN,1,
Auxesis Esports,AUX,Greece,EMEA,1,
Auxesis Green,AUX.G,Greece,Europe,1,
Auxesis Red,AUX.R,Greece,Europe,1,
AVANGAR,AVN,Kazakhstan,CIS,1,
Avant Academy,AVA,Australia,Oceania,1,
Avant Gaming,AV,Australia,Oceania,1,
Avant Garde Ascension,Av.A,Australia,Oceania,1,
Avant Garde Redemption,Av.R,Australia,Oceania,1,
AvaTrade PixelPenny,AVA,Poland,EMEA,0,
AVEZ Esport,AVE,Poland,Europe,1,
Avia Deceptor,ADE,,Europe,1,
AVIXD,AVI,,North America,1,
Aware Gaming,AG,North America,North America,1,
Away from Normal,AFN,Italy,EMEA,1,
Awesome,AWE,South Korea,Korea,1,
Awesome Spear,ASP,South Korea,Korea,1,Spear Gaming
Awesome Spear Academy,ASP.A,South Korea,Korea,1,
Awsomniac,AwS,France,Europe,1,
Axis Empire,AXE,Malaysia,SEA,0,
AXIZ,AXZ,Japan,PCS,1,AXIZ CREST
AXIZ Academy,AXZ.A,Japan,Asia Pacific,1,AXIZ CREST Academy
AXIZ CREST,AXC,Japan,Asia Pacific,0,
AXIZ CREST Academy,AXC.A,Japan,PCS,0,
Axolotl,AXL,Italy,EMEA,0,
Axolotl Academy,AXL.A,Italy,EMEA,0,
AYM Esports,AYM,Spain,EMEA,1,
AZIO Black,AZIO.B,,North America,1,
AZIO eSports,AZIO,,North America,1,
AZIO White,AZIO.W,,North America,1,
Azubu Blaze,AZB,South Korea,Korea,1,
Azubu Frost,AZF,South Korea,Korea,1,
Azules Esports,UCH,Chile,Latin America,1,Kaos Latin Gamers
Azules Esports Academy,UCH.A,Chile,Latin America,1,
Azure Cats,AC,North America,North America,1,
Baam Esports,BAM,Saudi Arabia,EMEA,0,
Baby Buffaloes,BABU,Turkey,EMEA,0,
Baby Paradise,BBP,,North America,1,
Baby Whales,BW,Vietnam,Vietnam,0,
Back2TheGame,B2TG,Poland,EMEA,0,
Ball State University,BSU,,North America,0,
Ban Karma Gaming,BKG,Brazil,Brazil,1,
Bandits Gaming,BAN,Dominican Republic,Latin America,1,
Bangkok Titans,BKT,Thailand,SEA,1,
Barça eSports,BAR,Spain,EMEA,0,
Barcelona BG,BBG,Ecuador,Latin America,1,
Barrage (British Team),BRG,United Kingdom,Europe,1,
Barrage Academy,BRG.A,United Kingdom,Europe,1,
Barrage Esports Retirement Home,BRG RH,United Kingdom,Europe,1,
Barrage.NA,BRG,United Kingdom,North America,1,
Bastards Esports,BE,,EMEA,1,Pertinax Esports
Bastille Legacy,BTL,,Europe,1,
Bastu Five,B5,Finland,EMEA,0,
Bawk Bawk,BAWK,North America,North America,1,
Bay State College,BSC,,North America,0,
BBL Dark Passage,BDP,Turkey,EMEA,0,
Bbq Olivers,bbq,South Korea,Korea,1,ESports Connected
BCN Squad,BCN,Spain,Europe,1,
BEAGLE BROTHERS,BB,,North America,1,
Beast Esports,BST,Costa Rica,Latin America,1,
Beast Mode,B.Mode,Chile,LAS,1,
Beetle Juice,BJ,Turkey,EMEA,0,
BeFive,BE5,Serbia,EMEA,0,
BeGenius ESC,BGN,France,EMEA,1,
Belfast Storm,BSG,Northern Ireland,EMEA,0,
Bencheados,BEN,Chile,Latin America,1,
Benched Gaming,BENC,Europe,Europe,1,Reason Gaming
Benefactor's Revenge,BEN,,North America,1,
Benelux United,BLX,Belgium,EMEA,1,
BENZO esport,BENZ,Czech Republic,EMEA,0,
Berjaya Dragons,BJD,Malaysia,PCS,1,
Berlin International Gaming,BIG,Germany,EMEA,0,
Berlin International Gaming Chroma,BIG.C,Germany,EMEA,0,
Beşiktaş Academy,BJK.A,Turkey,Turkey,1,
Beşiktaş Esports,BJK,Turkey,EMEA,0,
Beşiktaş Esports Female,BJK.F,Turkey,Europe,1,
Beşiktaş.Oyun Hizmetleri,BJK.OH,Turkey,Turkey,1,
Bethany Lutheran College,BLC,,North America,0,
Beyond Gaming,BYG,Taiwan,Asia Pacific,1,
Beyond Gaming Academy,BYG.A,Taiwan,PCS,1,
Beyond The Rift (European Team),BTR,France,Europe,1,
BGA eQuizers,BGZ,Spain,EMEA,0,
Bifrost,BFR,Norway,Europe,1,
Bifrost White,BFR.W,Norway,EMEA,1,
Big Aces eSports,BGA,Spain,EMEA,1,
Big Dog,DAWG,,North America,1,
Big Duck Energy,BDE,,North America,1,
Big Gods,BGG,Brazil,Brazil,1,
Big Gods Jackals,BGJ,Brazil,North America,1,
Big One Gaming,BJO,China,China,1,
Big Plays Incorporated,BPI,Turkey,Turkey,1,
Bigetron E-Sports,BGES,Indonesia,SEA,1,
Bigfile Miracle,BFM,South Korea,Korea,1,
Bilibili Gaming,BLG,China,China,0,
Bilibili Gaming Junior,BLG.J,,China,0,
Bionic,BNC,Germany,Europe,1,
Bis Esports,BIS,Spain,EMEA,1,
BISONS ECLUB,BSO,Spain,EMEA,1,
BK ROG Esports,BKR,France,EMEA,0,
Black Eagles,BK,Argentina,LAS,1,
Black Lion,BL,Germany,EMEA,0,
Black Lotus,BL,,North America,1,
Black Panthers eSports,BP,Italy,Europe,1,
Black Rock Esports,BRE,Canada,North America,0,
Black Star Gaming,BSG,Russia,CIS,1,
Blackbean,BB,Thailand,SEA,1,
BLACKLIST,BLK,,North America,0,
Blade Edge,BDG,Sweden,EMEA,1,
Bloodline Esports,BL,Sweden,EMEA,1,
BloodRain-Gaming,BRG,Germany,Europe,1,
Bloody Gaming,BDY,,North America,1,
Bloody Wolves,BW,Spain,Europe,1,
BloodyDevils,BD,Czech Republic,Europe,1,
Blue Esports,BLU,,North America,1,
Blue Otter,BLUE,,North America,0,
BlueWhites,BW,Finland,EMEA,0,
BNK FearX,FOX,South Korea,Korea,0,
BNK FearX Academy,FOX.A,South Korea,Korea,0,
BNK FearX Youth,FOX.Y,South Korea,Korea,0,
Boavista FC,BFC,,EMEA,0,
Boba Marines,BM,Vietnam,SEA,1,GIGABYTE Marines
Boca Juniors Gaming,BOC,Argentina,Latin America,1,
Bogged,BOG,,North America,1,
Boise State University,BSU,,North America,1,
Bombers,BMR,Australia,Oceania,1,
Bombers Academy,B52,Australia,Oceania,1,
BOOBA,BBA,Spain,EMEA,0,
BOOM Esports,BME,Indonesia,PCS,1,
BoostGate Esports,BGT,,EMEA,0,
Born to Kill,B2K,Chile,LAS,1,
Boutgamers sexy edition,BGse,Liechtenstein,EMEA,1,
BowQen Blackbucks,BQB,Japan,Japan,1,
Box Ladies,BOX.L,Vietnam,Vietnam,0,
BPZ,BPZ,South Korea,Korea,1,
Brave e-Sports,BRV,Brazil,Brazil,1,
Braves Rising,BRR,Colombia,Latin America,1,
BrawL eSports,BWL,Mexico,LAN,1,
BrawL.NA,BWL,Mexico,North America,1,
Bren Esports,BRE,Philippines,SEA,1,
Briar Cliff University,BCU,,North America,0,
Bring It On,BIO,Argentina,Latin America,1,
BRION,BRO,South Korea,Korea,1,OKSavingsBank BRION
BRION Academy,BRO.A,South Korea,Korea,1,OKSavingsBank BRION Academy
BRION Challengers,BRO.C,South Korea,Korea,1,OKSavingsBank BRION Challengers
Brussels Guardians,BG,Belgium,Europe,1,
Brussels Guardians Academy,BG.A,Belgium,Europe,1,
BRUTE,BRT,Czech Republic,EMEA,0,
BRUTE Academy,BRT.A,Czech Republic,EMEA,0,
Bucks Vipers,VIP,Denmark,Europe,1,Vipers Inc
BUFF,BUFF,Taiwan,LMS,1,
Buff Katarina,KAT,,North America,1,
Bulldog Esports,BDG,United Kingdom,Europe,1,
Bullets eSports,BLT,Chile,LAS,1,
Burger Flippers (Female Team),BGF,Europe,Europe,1,
Burning Core Toyama,BCT,Japan,Asia Pacific,0,
Burning Core Toyama Academy,BCT.A,Japan,Asia Pacific,0,
Bursaspor Academy,BS.A,Turkey,Turkey,1,5 Ronin Academy
Bursaspor Esports,BUR,,Turkey,1,5 Ronin
Burst The Sky Esports,SKY,Vietnam,Vietnam,0,
BuzzKill,BK,United Kingdom,Europe,1,
BWE Esports,BWE,Portugal,EMEA,0,
Calamity Esports,CE,,North America,0,
Call Gaming,CG,United States,North America,1,
Campbellsville University,CU,United States,North America,0,
Campus Party Sparks,SPK,Italy,Europe,1,
Cannot be asked,CBA,,North America,1,
Capital Esports,CAP,Indonesia,SEA,0,
Carleton University,CU,,North America,0,
Carolina Reapers,REAP,United States,North America,0,
Carpe Diem,CD,Europe,CIS,1,
Carthage Legionnaires,CL,Tunisia,EMEA,0,
Case Esports,CASE,Spain,EMEA,1,
CASLA Esports,SL,Argentina,Latin America,1,
Castle Berry,CB,,North America,1,
Cattleya Gaming,CTG,Colombia,Latin America,1,
CB Gaming,CB,,North America,1,
CBS Esports,CBS,Greece,Europe,1,
CC Club,CC,China,China,1,
CCfuture,CCF,China,China,1,Chong Qing Gaming
CCG Esports,CCG,United States,North America,0,
CCG Futures,CCF,,North America,0,
CCG Glorp,CCGG,,North America,0,
Celestial Gaming,CG,Norway,Europe,1,
CenturySoft,CSoft,Hong Kong,LMS,1,
Cerberus e-Sports Club,cBs,Spain,Europe,1,
Cerberus eSports (North American Team),CRB,,North America,1,
CERBERUS Esports (Vietnamese Team),CES,,Vietnam,0,
Challenger Cookie Monsters,CMN,,North America,0,
Chaotic Blaze,CEB,,North America,1,
Chaotic Fusion,CEF,,North America,1,
Chaotic Solar,CES,,North America,0,
Charlotte Phoenix,CLT,North America,North America,1,
Chasing Haze 07,CH,Turkey,EMEA,1,
Cheetahs,CHT,Taiwan,LMS,1,
Cherry Esports,CR,Vietnam,Vietnam,1,Team X (Vietnamese Team)
Chester Gaming Kitten Esports Club,CAT,Europe,EMEA,1,
Chi Army,CHI,Colombia,Latin America,1,
Chicks Dig Elo,CDE,United States,North America,1,
Chiefs Academy,CHFA,Australia,Oceania,1,
Chiefs Black,CFB,Australia,Oceania,1,
Chiefs Esports Club,CHF,Australia,Asia Pacific,1,
Chienhsin Bear,UCH,Taiwan,Asia Pacific,0,
ChiLeanFivE,CL5,Chile,LAS,1,
ChiLeanFivE Hopes,CL5.H,Chile,LAS,1,
ChiLeanFivE The Legacy,CL5.L,Chile,LAS,1,
Chilli Esport,CHIL,Czech Republic,EMEA,1,
Chilly Mountain Chipmunks,CMC,United States,North America,0,
Chilly Mountain Wolves,CMW,United States,North America,1,
China e-Sports Academic,CEA,China,China,1,
Chivas Esports,CHI,,Latin America,1,
Chong Qing Gaming,CQG,,China,1,
Chungnam Juego Esports,CNJ,South Korea,Korea,1,
Chunnam Techno University,CTU,South Korea,Korea,1,
Cidade Curiosa Esports,CCS,Portugal,Europe,1,
Cienciano Esports,CCC,Peru,Latin America,1,
CILEKLER,CLK,Turkey,Turkey,1,
Cincinnati Fear,FEAR,United States,North America,0,
CJ Entus,CJ,South Korea,Korea,1,
CJ Entus Blaze,CJB,South Korea,Korea,1,
CJ Entus Frost,CJF,South Korea,Korea,1,
Cleary University,CU,United States,North America,0,
Cleveland State University,CSU,,North America,0,
CLG Academy,CLG.A,United States,North America,1,CLG Challengers
CLG Black,CLB,Canada,North America,1,CLG Academy
CLG Challengers,CLGC,United States,North America,1,
CLG Faith,CLGF,United States,North America,1,
CLN Vipers,CLN.V,,Europe,1,
Cloud9,C9,United States,North America,0,
Cloud9 Academy,C9.A,United States,North America,1,Cloud9 Challengers
Cloud9 Amateur,C9.Am,United States,North America,0,
Cloud9 Challenger,C9C,United States,North America,1,
Cloud9 Challengers,C9C,United States,North America,1,
Cloud9 Eclipse,C9E,Europe,Europe,1,
Cloud9 Tempest,C9T,United States,North America,1,
Clown Gaming,CLWN,,North America,0,
CLUB Activist,ACT,Taiwan,LMS,1,
Club Deportivo Municipal,CDM,Peru,Latin America,1,
Clutch Gaming,CG,United States,North America,1,Dignitas
Clutch Gaming Academy,CG.A,United States,North America,1,Dignitas Academy
CNB e-Sports Club,CNB,Brazil,Brazil,1,
CNB Infinity,CNBI,Brazil,Brazil,1,
CNJ Esports,CNJ,South Korea,Vietnam,0,
COGnitive Gaming,COG,North America,North America,1,
Cold Hearted,COLD,,North America,1,
Coliseo Dragons,CdR,Argentina,Latin America,1,
Colorado State University,CSU,,North America,0,
Columbia College,CC,,North America,0,
Comanche,CMCE,Russia,CIS,1,
Comanchero Gaming,CHG,Turkey,EMEA,0,
Comando Elite e-Sports,CE,Spain,Europe,1,
CompLexity Academy,CLA,United States,North America,1,
CompLexity Gaming,COL,United States,North America,1,
CompLexity.Black,CLB,United States,North America,1,
CompLexity.Red,CLR,United States,North America,1,
CompLexity.White,COW,United States,North America,1,
Connecting Esports,CE,,EMEA,1,
Connecting Esports LYVT,LYVT,,Europe,1,Team Black (Dutch Team)
CONQUEROR Gaming,CQR,,North America,1,
Contingent Esports,CON,,North America,0,
Converse University,CU,United States,North America,0,
Convict of Shadows,CoS,Greece,EMEA,0,
ConViction,CNV,United States,North America,0,
ConViction Moon,CV.M,,North America,1,
ConViction Sun,CV.S,United States,North America,1,
Coopa Troopas,CT,,North America,0,
Copenhagen Flames,CF,Denmark,Europe,1,
Copenhagen Wolves,CW,Denmark,Europe,1,
Copenhagen Wolves Academy,CWA,Denmark,Europe,1,
