OverviewPage,Short,Location,Region,IsDisbanded,RenamedTo
AOE Gold,AOE,,North America,True,AOE Esports
Apex Flame Horizon,AFH,Canada,North America,True,
Apex Gaming,APX,North America,North America,True,
Apex Gigachad,APX.G,Canada,North America,True,
Apex Mission Impossible,AMI,Canada,North America,False,
Apex Pride,APP,North America,North America,True,
ApeX R Gaming,AR,Japan,Japan,True,
APictureOfAGoose,APG,United States,North America,True,
Apocalypse e-Sports,APO,Italy,EMEA,False,
APOLLO GAMING,APG,Vietnam,Vietnam,True,
APOLLO GAMING Academy,APG.A,Vietnam,Vietnam,True,
Aporia,APR,,North America,False,
Aqua Force,AQF,Thailand,SEA,True,
Aqualix Esports.NA,AQLX,Norway,North America,True,
Aquatik Esports,AQTK,,North America,True,
Aquinas College,AQ,,North America,False,
Arctic Academy,ARC.A,Spain,Europe,True,
Arctic Dawn Gaming,ADG,United Kingdom,Europe,True,Optimum Cowboys
Arctic Gaming,ARC,Spain,Europe,True,
Arctic Gaming Mexico,ARC.M,Spain,Latin America,True,
Area of Effect Brady,AOE.B,,North America,True,
Area of Effect Cope,AOE.C,,North America,True,
Area of Effect Cows,AOEC,,North America,True,
Area of Effect Dinka LFGF,AOE.LF,,North America,True,Area of Effect Dream
Area of Effect Dream,AOE.DR,,North America,True,
Area of Effect eSports,AOE,North America,North America,True,
Area of Effect Ginger Turmeric,AGT,,North America,True,Area of Effect Cows
Area of Effect Need Her,AOE.N,United States,North America,True,
Area of Effect Not Zoos,AOE.NZ,,North America,True,
Area of Effect Pump,AOEP,,North America,True,
Area of Effect Randoms,AOER,,North America,True,
Area of Effect Soupy Time,AST,,North America,True,
Area of Effect Vice,AOE.V,United States,North America,True,
Area of Effect Will's Kittens,AOE.W,,North America,True,
Arena Quesito,AQ,Spain,Europe,True,
Ares Gaming,AG,,LMS,True,
Aris Esports,AES,Greece,Europe,True,
Arizona State University,ASU,,North America,False,
ArmaTeam,ARMA,France,Europe,True,
Armored Project,AP,Indonesia,SEA,True,
Armoured Brothers,ARMB,,MENA,False,
Arsenal,ASN,North America,North America,True,
AS Esports,ASE,Vietnam,Vietnam,False,
As Gordinhas,AS G,Brazil,Brazil,True,
AS Trenčín esports,AST,Slovakia,Europe,True,
Ascendance (Turkish Team),ASC,Turkey,EMEA,True,
Ascension Gaming,ASC,Thailand,SEA,True,
Ascentia Gaming,ASCG,Finland,Europe,True,
ASP Esports,ASP,Portugal,Europe,True,
Assassin Sniper,AS,Taiwan,LMS,True,
Association de Gaming et d'Esport de Mons,AGEM,,EMEA,True,
Aston eSports,Aston,Latvia,CIS,True,
Astral Authority,AA,,North America,True,
Astralis,AST,Denmark,EMEA,True,
Astralis SB,ASB,Denmark,Europe,True,
Astralis Talent,ASTL,Denmark,Europe,True,
Asura (Korean Team),ASR,South Korea,Korea,True,
Asura eSports,ASR,Italy,Europe,True,
ASUS ROG Army,ASUS,Spain,Europe,True,S2V Esports
ASUS ROG ELITE,ASUS,Serbia,Europe,True,
ASUS ROG Female,ASUS.F,Spain,Europe,True,
AT Gaming,AT,Netherlands,Europe,True,
Atheris Esports,ATH,Mexico,Latin America,True,
Athletico Esports,ATH,Australia,Oceania,True,
Atlando Esports,ATL,Denmark,Europe,True,
Atlas (Italian Team),ATL,Italy,Europe,True,
ATLAS eSports Team,ATL,Turkey,Turkey,True,
Atleta Esport,ATE,Italy,EMEA,False,
Atleta Esport Academy,ATE.A,Italy,EMEA,False,
Atletec,ATL,France,EMEA,True,
Atomic México,MC2,Mexico,Latin America,True,
ATR esports,ATR,Germany,Europe,True,
ATR esports Denmark,ATR,Germany,Europe,True,
Aurelius Esports,AU,Guatemala,Latin America,True,
Aurora (Belgian Team),ARA,,EMEA,False,
Australs,AUS,Chile,Latin America,True,
Austrian Force willhaben,AFW,Austria,EMEA,False,
Authority E-sports,AES,Mexico,LAN,True,
Auxesis Esports,AUX,Greece,EMEA,True,
Auxesis Green,AUX.G,Greece,Europe,True,
Auxesis Red,AUX.R,Greece,Europe,True,
AVANGAR,AVN,Kazakhstan,CIS,True,
Avant Academy,AVA,Australia,Oceania,True,
Avant Gaming,AV,Australia,Oceania,True,
Avant Garde Ascension,Av.A,Australia,Oceania,True,
Avant Garde Redemption,Av.R,Australia,Oceania,True,
AvaTrade PixelPenny,AVA,Poland,EMEA,False,
AVEZ Esport,AVE,Poland,Europe,True,
Avia Deceptor,ADE,,Europe,True,
AVIXD,AVI,,North America,True,
Aware Gaming,AG,North America,North America,True,
Away from Normal,AFN,Italy,EMEA,True,
Awesome,AWE,South Korea,Korea,True,
Awesome Spear,ASP,South Korea,Korea,True,Spear Gaming
Awesome Spear Academy,ASP.A,South Korea,Korea,True,
Awsomniac,AwS,France,Europe,True,
Axis Empire,AXE,Malaysia,SEA,False,
AXIZ,AXZ,Japan,PCS,True,AXIZ CREST
AXIZ Academy,AXZ.A,Japan,Asia Pacific,True,AXIZ CREST Academy
AXIZ CREST,AXC,Japan,Asia Pacific,False,
AXIZ CREST Academy,AXC.A,Japan,PCS,False,
Axolotl,AXL,Italy,EMEA,False,
Axolotl Academy,AXL.A,Italy,EMEA,False,
AYM Esports,AYM,Spain,EMEA,True,
AZIO Black,AZIO.B,,North America,True,
AZIO eSports,AZIO,,North America,True,
AZIO White,AZIO.W,,North America,True,
Azubu Blaze,AZB,South Korea,Korea,True,
Azubu Frost,AZF,South Korea,Korea,True,
Azules Esports,UCH,Chile,Latin America,True,Kaos Latin Gamers
Azules Esports Academy,UCH.A,Chile,Latin America,True,
Azure Cats,AC,North America,North America,True,
Baam Esports,BAM,Saudi Arabia,EMEA,False,
Baby Buffaloes,BABU,Turkey,EMEA,False,
Baby Paradise,BBP,,North America,True,
Baby Whales,BW,Vietnam,Vietnam,False,
Back2TheGame,B2TG,Poland,EMEA,False,
Ball State University,BSU,,North America,False,
Ban Karma Gaming,BKG,Brazil,Brazil,True,
Bandits Gaming,BAN,Dominican Republic,Latin America,True,
Bangkok Titans,BKT,Thailand,SEA,True,
Barça eSports,BAR,Spain,EMEA,False,
Barcelona BG,BBG,Ecuador,Latin America,True,
Barrage (British Team),BRG,United Kingdom,Europe,True,
Barrage Academy,BRG.A,United Kingdom,Europe,True,
Barrage Esports Retirement Home,BRG RH,United Kingdom,Europe,True,
Barrage.NA,BRG,United Kingdom,North America,True,
Bastards Esports,BE,,EMEA,True,Pertinax Esports
Bastille Legacy,BTL,,Europe,True,
Bastu Five,B5,Finland,EMEA,False,
Bawk Bawk,BAWK,North America,North America,True,
Bay State College,BSC,,North America,False,
BBL Dark Passage,BDP,Turkey,EMEA,False,
Bbq Olivers,bbq,South Korea,Korea,True,ESports Connected
BCN Squad,BCN,Spain,Europe,True,
BEAGLE BROTHERS,BB,,North America,True,
Beast Esports,BST,Costa Rica,Latin America,True,
Beast Mode,B.Mode,Chile,LAS,True,
Beetle Juice,BJ,Turkey,EMEA,False,
BeFive,BE5,Serbia,EMEA,False,
BeGenius ESC,BGN,France,EMEA,True,
Belfast Storm,BSG,Northern Ireland,EMEA,False,
Bencheados,BEN,Chile,Latin America,True,
Benched Gaming,BENC,Europe,Europe,True,Reason Gaming
Benefactor's Revenge,BEN,,North America,True,
Benelux United,BLX,Belgium,EMEA,True,
BENZO esport,BENZ,Czech Republic,EMEA,False,
Berjaya Dragons,BJD,Malaysia,PCS,True,
Berlin International Gaming,BIG,Germany,EMEA,False,
Berlin International Gaming Chroma,BIG.C,Germany,EMEA,False,
Beşiktaş Academy,BJK.A,Turkey,Turkey,True,
Beşiktaş Esports,BJK,Turkey,EMEA,False,
Beşiktaş Esports Female,BJK.F,Turkey,Europe,True,
Beşiktaş.Oyun Hizmetleri,BJK.OH,Turkey,Turkey,True,
Bethany Lutheran College,BLC,,North America,False,
Beyond Gaming,BYG,Taiwan,Asia Pacific,True,
Beyond Gaming Academy,BYG.A,Taiwan,PCS,True,
Beyond The Rift (European Team),BTR,France,Europe,True,
BGA eQuizers,BGZ,Spain,EMEA,False,
Bifrost,BFR,Norway,Europe,True,
Bifrost White,BFR.W,Norway,EMEA,True,
Big Aces eSports,BGA,Spain,EMEA,True,
Big Dog,DAWG,,North America,True,
Big Duck Energy,BDE,,North America,True,
Big Gods,BGG,Brazil,Brazil,True,
Big Gods Jackals,BGJ,Brazil,North America,True,
Big One Gaming,BJO,China,China,True,
Big Plays Incorporated,BPI,Turkey,Turkey,True,
Bigetron E-Sports,BGES,Indonesia,SEA,True,
Bigfile Miracle,BFM,South Korea,Korea,True,
Bilibili Gaming,BLG,China,China,False,
Bilibili Gaming Junior,BLG.J,,China,False,
Bionic,BNC,Germany,Europe,True,
Bis Esports,BIS,Spain,EMEA,True,
BISONS ECLUB,BSO,Spain,EMEA,True,
BK ROG Esports,BKR,France,EMEA,False,
Black Eagles,BK,Argentina,LAS,True,
Black Lion,BL,Germany,EMEA,False,
Black Lotus,BL,,North America,True,
Black Panthers eSports,BP,Italy,Europe,True,
Black Rock Esports,BRE,Canada,North America,False,
Black Star Gaming,BSG,Russia,CIS,True,
Blackbean,BB,Thailand,SEA,True,
BLACKLIST,BLK,,North America,False,
Blade Edge,BDG,Sweden,EMEA,True,
Bloodline Esports,BL,Sweden,EMEA,True,
BloodRain-Gaming,BRG,Germany,Europe,True,
Bloody Gaming,BDY,,North America,True,
Bloody Wolves,BW,Spain,Europe,True,
BloodyDevils,BD,Czech Republic,Europe,True,
Blue Esports,BLU,,North America,True,
Blue Otter,BLUE,,North America,False,
BlueWhites,BW,Finland,EMEA,False,
BNK FearX,FOX,South Korea,Korea,False,
BNK FearX Academy,FOX.A,South Korea,Korea,False,
BNK FearX Youth,FOX.Y,South Korea,Korea,False,
Boavista FC,BFC,,EMEA,False,
Boba Marines,BM,Vietnam,SEA,True,GIGABYTE Marines
Boca Juniors Gaming,BOC,Argentina,Latin America,True,
Bogged,BOG,,North America,True,
Boise State University,BSU,,North America,True,
Bombers,BMR,Australia,Oceania,True,
Bombers Academy,B52,Australia,Oceania,True,
BOOBA,BBA,Spain,EMEA,False,
BOOM Esports,BME,Indonesia,PCS,True,
BoostGate Esports,BGT,,EMEA,False,
Born to Kill,B2K,Chile,LAS,True,
Boutgamers sexy edition,BGse,Liechtenstein,EMEA,True,
BowQen Blackbucks,BQB,Japan,Japan,True,
Box Ladies,BOX.L,Vietnam,Vietnam,False,
BPZ,BPZ,South Korea,Korea,True,
Brave e-Sports,BRV,Brazil,Brazil,True,
Braves Rising,BRR,Colombia,Latin America,True,
BrawL eSports,BWL,Mexico,LAN,True,
BrawL.NA,BWL,Mexico,North America,True,
Bren Esports,BRE,Philippines,SEA,True,
Briar Cliff University,BCU,,North America,False,
Bring It On,BIO,Argentina,Latin America,True,
BRION,BRO,South Korea,Korea,True,OKSavingsBank BRION
BRION Academy,BRO.A,South Korea,Korea,True,OKSavingsBank BRION Academy
BRION Challengers,BRO.C,South Korea,Korea,True,OKSavingsBank BRION Challengers
Brussels Guardians,BG,Belgium,Europe,True,
Brussels Guardians Academy,BG.A,Belgium,Europe,True,
BRUTE,BRT,Czech Republic,EMEA,False,
BRUTE Academy,BRT.A,Czech Republic,EMEA,False,
Bucks Vipers,VIP,Denmark,Europe,True,Vipers Inc
BUFF,BUFF,Taiwan,LMS,True,
Buff Katarina,KAT,,North America,True,
Bulldog Esports,BDG,United Kingdom,Europe,True,
Bullets eSports,BLT,Chile,LAS,True,
Burger Flippers (Female Team),BGF,Europe,Europe,True,
Burning Core Toyama,BCT,Japan,Asia Pacific,False,
Burning Core Toyama Academy,BCT.A,Japan,Asia Pacific,False,
Bursaspor Academy,BS.A,Turkey,Turkey,True,5 Ronin Academy
Bursaspor Esports,BUR,,Turkey,True,5 Ronin
Burst The Sky Esports,SKY,Vietnam,Vietnam,False,
BuzzKill,BK,United Kingdom,Europe,True,
BWE Esports,BWE,Portugal,EMEA,False,
Calamity Esports,CE,,North America,False,
Call Gaming,CG,United States,North America,True,
Campbellsville University,CU,United States,North America,False,
Campus Party Sparks,SPK,Italy,Europe,True,
Cannot be asked,CBA,,North America,True,
Capital Esports,CAP,Indonesia,SEA,False,
Carleton University,CU,,North America,False,
Carolina Reapers,REAP,United States,North America,False,
Carpe Diem,CD,Europe,CIS,True,
Carthage Legionnaires,CL,Tunisia,EMEA,False,
Case Esports,CASE,Spain,EMEA,True,
CASLA Esports,SL,Argentina,Latin America,True,
Castle Berry,CB,,North America,True,
Cattleya Gaming,CTG,Colombia,Latin America,True,
CB Gaming,CB,,North America,True,
CBS Esports,CBS,Greece,Europe,True,
CC Club,CC,China,China,True,
CCfuture,CCF,China,China,True,Chong Qing Gaming
CCG Esports,CCG,United States,North America,False,
CCG Futures,CCF,,North America,False,
CCG Glorp,CCGG,,North America,False,
Celestial Gaming,CG,Norway,Europe,True,
CenturySoft,CSoft,Hong Kong,LMS,True,
Cerberus e-Sports Club,cBs,Spain,Europe,True,
Cerberus eSports (North American Team),CRB,,North America,True,
CERBERUS Esports (Vietnamese Team),CES,,Vietnam,False,
Challenger Cookie Monsters,CMN,,North America,False,
Chaotic Blaze,CEB,,North America,True,
Chaotic Fusion,CEF,,North America,True,
Chaotic Solar,CES,,North America,False,
Charlotte Phoenix,CLT,North America,North America,True,
Chasing Haze 07,CH,Turkey,EMEA,True,
Cheetahs,CHT,Taiwan,LMS,True,
Cherry Esports,CR,Vietnam,Vietnam,True,Team X (Vietnamese Team)
Chester Gaming Kitten Esports Club,CAT,Europe,EMEA,True,
Chi Army,CHI,Colombia,Latin America,True,
Chicks Dig Elo,CDE,United States,North America,True,
Chiefs Academy,CHFA,Australia,Oceania,True,
Chiefs Black,CFB,Australia,Oceania,True,
Chiefs Esports Club,CHF,Australia,Asia Pacific,True,
Chienhsin Bear,UCH,Taiwan,Asia Pacific,False,
ChiLeanFivE,CL5,Chile,LAS,True,
ChiLeanFivE Hopes,CL5.H,Chile,LAS,True,
ChiLeanFivE The Legacy,CL5.L,Chile,LAS,True,
Chilli Esport,CHIL,Czech Republic,EMEA,True,
Chilly Mountain Chipmunks,CMC,United States,North America,False,
Chilly Mountain Wolves,CMW,United States,North America,True,
China e-Sports Academic,CEA,China,China,True,
Chivas Esports,CHI,,Latin America,True,
Chong Qing Gaming,CQG,,China,True,
Chungnam Juego Esports,CNJ,South Korea,Korea,True,
Chunnam Techno University,CTU,South Korea,Korea,True,
Cidade Curiosa Esports,CCS,Portugal,Europe,True,
Cienciano Esports,CCC,Peru,Latin America,True,
CILEKLER,CLK,Turkey,Turkey,True,
Cincinnati Fear,FEAR,United States,North America,False,
CJ Entus,CJ,South Korea,Korea,True,
CJ Entus Blaze,CJB,South Korea,Korea,True,
CJ Entus Frost,CJF,South Korea,Korea,True,
Cleary University,CU,United States,North America,False,
Cleveland State University,CSU,,North America,False,
CLG Academy,CLG.A,United States,North America,True,CLG Challengers
CLG Black,CLB,Canada,North America,True,CLG Academy
CLG Challengers,CLGC,United States,North America,True,
CLG Faith,CLGF,United States,North America,True,
CLN Vipers,CLN.V,,Europe,True,
Cloud9,C9,United States,North America,False,
Cloud9 Academy,C9.A,United States,North America,True,Cloud9 Challengers
Cloud9 Amateur,C9.Am,United States,North America,False,
Cloud9 Challenger,C9C,United States,North America,True,
Cloud9 Challengers,C9C,United States,North America,True,
Cloud9 Eclipse,C9E,Europe,Europe,True,
Cloud9 Tempest,C9T,United States,North America,True,
Clown Gaming,CLWN,,North America,False,
CLUB Activist,ACT,Taiwan,LMS,True,
Club Deportivo Municipal,CDM,Peru,Latin America,True,
Clutch Gaming,CG,United States,North America,True,Dignitas
Clutch Gaming Academy,CG.A,United States,North America,True,Dignitas Academy
CNB e-Sports Club,CNB,Brazil,Brazil,True,
CNB Infinity,CNBI,Brazil,Brazil,True,
CNJ Esports,CNJ,South Korea,Vietnam,False,
COGnitive Gaming,COG,North America,North America,True,
Cold Hearted,COLD,,North America,True,
Coliseo Dragons,CdR,Argentina,Latin America,True,
Colorado State University,CSU,,North America,False,
Columbia College,CC,,North America,False,
Comanche,CMCE,Russia,CIS,True,
Comanchero Gaming,CHG,Turkey,EMEA,False,
Comando Elite e-Sports,CE,Spain,Europe,True,
CompLexity Academy,CLA,United States,North America,True,
CompLexity Gaming,COL,United States,North America,True,
CompLexity.Black,CLB,United States,North America,True,
CompLexity.Red,CLR,United States,North America,True,
CompLexity.White,COW,United States,North America,True,
Connecting Esports,CE,,EMEA,True,
Connecting Esports LYVT,LYVT,,Europe,True,Team Black (Dutch Team)
CONQUEROR Gaming,CQR,,North America,True,
Contingent Esports,CON,,North America,False,
Converse University,CU,United States,North America,False,
Convict of Shadows,CoS,Greece,EMEA,False,
ConViction,CNV,United States,North America,False,
ConViction Moon,CV.M,,North America,True,
ConViction Sun,CV.S,United States,North America,True,
Coopa Troopas,CT,,North America,False,
Copenhagen Flames,CF,Denmark,Europe,True,
Copenhagen Wolves,CW,Denmark,Europe,True,
Copenhagen Wolves Academy,CWA,Denmark,Europe,True,
