Player,Country,Birthdate,ResidencyFormer,Team,Residency,Role,FavChamps,RoleLast,IsRetired,ToWildrift,Birthdate__precision,AllName
KidA,Vietnam,2001-11-01,,,Vietnam,Mid,,Mid,False,False,1.0,KidA
KidBeatz,United States,,,Harrisburg University,North America,Jungle,"Udyr,Volibear",Jungle,False,False,,KidBeatz
Kiddo (João Rodrigues),Portugal,,,,Europe,Support,,Support,True,False,,"Kiddo (João Rodrigues), Pure Kiddo, PureKiddo"
Kiddo (Swiss Player),,,Europe,,EMEA,Support,,Support,False,False,,"Kiddo (Swiss Player), Kiddowo"
Kidiro,Germany,,,TeamOrangeGaming,EMEA,Support,,Support,False,False,,Kidiro
KidoLoft,Russia,1996-09-09,,,CIS,Mid,"Syndra,Irelia,LeBlanc",Mid,True,False,1.0,KidoLoft
KieDie,Belgium,1996-03-26,Europe,,EMEA,Bot,,Bot,True,False,1.0,KieDie
Kiefer,Chile,2001-02-27,Latin America South,Undead Gaming,Latin America,Mid,"Zoe,Katarina",Mid,False,False,1.0,Kiefer
Kieleran,Czech Republic,,,,Europe,Jungle,,Jungle,True,False,,Kieleran
Kifi,Mexico,2002-02-12,,INFINITY Female,Latin America,Support,,Support,False,False,1.0,"Kifi, Cinnamoroll"
Kiin,South Korea,1999-05-28,,Gen.G,Korea,Top,"Ryze,Viktor,Lucian,Rumble,K'Sante",Top,False,False,1.0,Kiin
Kiino,Spain,2001-01-03,Europe,,EMEA,Coach,Karma,Head Coach,False,False,1.0,"Kiino, Kino (Joaquín Hernández)"
Kijac,Serbia,,,,Europe,Jungle,"Elise,Sejuani,Rek'Sai",Jungle,True,False,,Kijac
KiKi,France,1993-03-11,Europe,,EMEA,Coach,"Thresh,Alistar,Bard,Braum",Head Coach,False,False,1.0,"KiKi, K i K i"
Kiki (Killian Gauchey),,,,Cicadas Gaming,EMEA,Jungle,,Jungle,False,False,,"Kiki (Killian Gauchey), KikiEnClaket, KikiiEnClaket"
Kikis,Poland,1996-03-16,Europe,Atleta Esport,EMEA,Jungle,"Lee Sin,Udyr,Elise",Jungle,False,False,1.0,Kikis
Kikro,Czech Republic,,Europe,Maverix,EMEA,Coach,,Head Coach,False,False,,Kikro
Killakin,Denmark,1999-08-24,,,Europe,Mid,"Orianna,LeBlanc,Viktor,Diana",Mid,True,False,1.0,Killakin
Killer,Ecuador,,,,Latin America,Jungle,"Jarvan IV,Skarner,Kayn",Jungle,True,False,,Killer
Killer (Chang Cheng-Yu),Taiwan,,,Hungkuang Falcon,Asia Pacific,Jungle,,Jungle,False,False,,"Killer (Chang Cheng-Yu), 我會等一場雨落下"
Killerqueen,Vietnam,2002-03-21,,Vikings Esports (2023 Vietnamese Team),Vietnam,Streamer,"Sejuani,Maokai",Content Creator,False,False,1.0,"Killerqueen, Ilgop, Killerqueenn"
Killertuin,Mexico,,,,Latin America,Jungle,,Jungle,True,False,,"Killertuin, KillerEtuin"
Killing,Czech Republic,,,,Europe,Bot,,Bot,True,False,,Killing
Killkiddy,Vietnam,,,,SEA,Jungle,,Jungle,True,False,,Killkiddy
Killua,China,1996-09-07,,,China,Support,"Lulu,Karma,Nami",Support,True,False,1.0,Killua
Killua (Carlos Calderón),Mexico,,,,LAN,Jungle,,Jungle,True,False,,Killua (Carlos Calderón)
Killuard,Brazil,1995-11-03,,,Brazil,Support,"Kha'Zix,Thresh,Bard",Support,True,False,1.0,Killuard
Killwar,Netherlands,,,,Europe,Bot,,Bot,True,False,,Killwar
killyou,China,,,,China,Support,,Support,True,False,,Killyou
kiloxx,Slovenia,,Europe,,EMEA,Mid,,Mid,False,False,,Kiloxx
KIM (Kim Jeong-soo),South Korea,1988-06-17,,Gen.G,Korea,Coach,,Coach,False,False,1.0,"KIM (Kim Jeong-soo), Kim Jeong-soo"
Kim (Leandro Kim),Brazil,,,,Brazil,Coach,,Head Coach,True,False,,Kim (Leandro Kim)
Kim (Nicolas Guerra),Colombia,,,,Latin America,Top,,Top,False,False,,"Kim (Nicolas Guerra), Gemelidad, Kim1"
Kim (Zhang Yi-Da),China,,,,China,Jungle,,Jungle,True,False,,Kim (Zhang Yi-Da)
Kim Dong-joon,South Korea,1981-04-19,,Riot Games Inc.,Korea,Broadcast Talent,,Color Caster,False,False,1.0,Kim Dong-joon
Kim Down,South Korea,1999-12-19,,Straw Hat Crew,North America,Support,"Thresh,Pyke,Blitzcrank,Leona",Support,False,False,1.0,Kim Down
Kim Teemo,South Korea,,,,Korea,Coach,,Assistant Coach,True,False,,"Kim Teemo, Kim Tae-young"
Kim4,South Korea,,,,Korea,Top,,Top,True,False,,"Kim4, 4"
Kimchihyo,United States,,,,North America,Jungle,"Xin Zhao,Jarvan IV,Graves,Viego",Mid,False,False,,Kimchihyo
Kimchiii,New Zealand,,,,Oceania,Support,"Alistar,Rakan,Thresh,Zilean",Support,True,False,,"Kimchiii, Kimchii"
Kimi (Cristian Aparicio),Argentina,1997-02-20,Latin America South,,Latin America,Bot,"Kai'Sa,Tristana,Kalista,Jinx",Bot,True,False,1.0,"Kimi (Cristian Aparicio), Kími (Cristian Daniel Aparicio)"
Kimi (Daniel Torrico),Brazil,,,,Brazil,Coach,,Coach,True,False,,Kimi (Daniel Torrico)
kimi (Huang Zhao-Jia),China,,,,China,Mid,,Jungle,True,False,,"Kimi (Huang Zhao-Jia), Jiasnn"
kimi (Ilja Kolosov),Latvia,,,,Europe,Jungle,,Jungle,True,False,,Kimi (Ilja Kolosov)
KimJun,Australia,,,,Oceania,Bot,,Bot,True,False,,KimJun
Kimmy,Australia,,,,Oceania,Bot,,Bot,True,False,,"Kimmy, Kiimmmy"
Kimrain,China,,,,China,Support,,Support,True,False,,"Kimrain, Jinqiang"
KIN2G,Hong Kong,,,,LMS,Top,,Top,True,False,,KIN2G
Kina (Maurício Alberti),Brazil,2000-12-26,,Liberty Academy,Brazil,Mid,"Vladimir,Gragas",Mid,False,False,1.0,Kina (Maurício Alberti)
Kinatu,Japan,2003-05-21,Japan,Sengoku Gaming,Asia Pacific,Top,,Top,False,False,1.0,Kinatu
Kind Jungle,United States,2000-09-04,,,North America,Manager,,Club President,True,False,1.0,"Kind Jungle, Kind"
Kindle,Colombia,1998-07-14,,,Latin America,Bot,"Katarina,Caitlyn",Bot,True,False,1.0,Kindle
Kindless,Chile,1998-07-17,Latin America South,WAP Esports,Latin America,Bot,"Jhin,Lucian,Ezreal,Kalista",Bot,False,False,1.0,Kindless
King (Iñigo Mira),Spain,,Europe,CORE 128,EMEA,Bot,,Bot,False,False,,King (Iñigo Mira)
KING (Kim Ji-hoon),South Korea,,,,Korea,Support,,Support,True,False,,KING (Kim Ji-hoon)
King Benord,Greece,2001-09-29,,,Europe,Top,"Camille,Gragas,Shen,Volibear,Malphite,Vayne",Top,True,False,1.0,"King Benord, KingBenord"
King Consumed,Ecuador,,,,Latin America,Jungle,,Jungle,False,False,,"King Consumed, King (Harold Díaz), KingConsume, Lit King"
King Koney,United States,,,,North America,Top,,Top,False,False,,King Koney
King of Fire,Mexico,,,,Latin America,Support,,Support,True,False,,King of Fire
kingamazin,United States,,,,North America,Bot,,Bot,False,False,,Kingamazin
KingClueles,United States,,,University of California San Diego,North America,Jungle,,Jungle,False,False,,"KingClueles, KingClueless"
Kingdom (Kim Seong-kwon),South Korea,2002-11-16,,,Korea,Bot,,Bot,False,False,1.0,Kingdom (Kim Seong-kwon)
Kingen,South Korea,2000-03-11,,Dplus KIA,Korea,Top,Aatrox,Top,False,False,1.0,Kingen
KingGeorgie,United States,1998-05-29,,,North America,Bot,"Ashe,Varus,Heimerdinger,Gangplank",Bot,True,False,1.0,"KingGeorgie, DanielRMC, Lasagnaboy13"
kingggggg,Slovenia,,Europe,,EMEA,Jungle,,Jungle,False,False,,"Kingggggg, KiNG (Luka Kralj), King0"
KinGi,Argentina,2000-12-05,Latin America South,Undead Gaming,Latin America,Jungle,"Lee Sin,Kha'Zix,Zac",Jungle,False,False,1.0,"KinGi, KinG (Tomás Bordón)"
KingJ,Vietnam,1996-04-04,SEA,,Vietnam,Coach,"LeBlanc,Hecarim,Maokai",Strategic Coach,True,False,1.0,KingJ
KingKong (Su Jun-Gang),China,,,,China,Mid,,Mid,False,False,,KingKong (Su Jun-Gang)
KingMagnus,Greece,,,,Europe,Top,,Top,True,False,,"KingMagnus, Magnus"
KingofEvils,Italy,2002-08-03,,NOVO Esports,Europe,Owner,"Draven,Ezreal,Vayne",COO;Head of Esports,True,False,1.0,KingofEvils
KingoftheHill,United States,,,,North America,Mid,,Mid,True,False,,KingoftheHill
KINGPIN,Netherlands,2000-02-10,Europe,,EMEA,Support,,Support,False,False,1.0,"KINGPIN, Duimelot, El Camino, Karim, Oldstones"
KINGPOWER,Ecuador,,,,Latin America,Coach,,Strategic Coach,True,False,,KINGPOWER
KINGRD,Brazil,,,,Brazil,Bot,,Bot,True,False,,KINGRD
Kings (Ivan Reyes),Chile,2001-02-21,,PRIMATE,Latin America,Mid,,Mid,False,False,1.0,Kings (Ivan Reyes)
Kingsblade,Spain,,Europe,,EMEA,Top,,Top,False,False,,Kingsblade
Kingsley,Portugal,,,Zena Esports Portugal,EMEA,Top,"Fiora,Vladimir,Yone,Jax,Jayce",Top,False,False,,Kingsley
Kingston,Turkey,2001-08-10,Turkey,Baam Esports,EMEA,Jungle,"Nidalee,Lillia,Olaf",Jungle,False,False,1.0,"Kingston, BlacKingsto, BlacKingston"
Kinhart,Tunisia,,,Slash Lions,EMEA,Support,"Thresh,Nautilus,Karma",Head Coach,False,False,,"Kinhart, Andrew Late"
Kinko,Vietnam,,,,Vietnam,Support,,Support,True,False,,Kinko
Kinn,Romania,,Europe,,EMEA,Coach,,Positional Coach,False,False,,Kinn
Kins3y,Russia,,,,CIS,Top,,Top,True,False,,Kins3y
Kinzu,Ukraine,1996-08-23,,,CIS,Bot,"Vayne,Kog'Maw,Kalista",Bot,True,False,1.0,Kinzu
Kio,Slovakia,2004-07-16,Europe,,EMEA,Top,,Top,False,False,1.0,Kio
KipFTW,Netherlands,,Europe,,EMEA,Bot,,Bot,False,False,,KipFTW
Kira,Ukraine,1993-03-07,CIS,,EMEA,Mid,,Mid,True,False,1.0,"Kira, Kirrrra"
Kira (Badreddine Filali),Morocco,2000-06-24,,,EMEA,Coach,Shaco,Assistant Coach,False,False,1.0,Kira (Badreddine Filali)
Kiralhão,Portugal,,,,Europe,Support,,Support,True,False,,Kiralhão
Kiralho,Brazil,,,,Brazil,Coach,"Ezreal,Graves",Coach,True,False,,Kiralho
Kirbotanque,Mexico,2000-04-29,,Janus Sekhmet,Latin America,Jungle,,Jungle,False,False,1.0,"Kirbotanque, ImPár"
Kirdos,France,,,,Europe,Coach,,Head Coach,True,False,,Kirdos
Kireas,Denmark,2001-04-04,Turkey,Beşiktaş Esports,EMEA,Jungle,,Jungle,False,False,1.0,Kireas
Kirei,Netherlands,1997-02-18,Europe,,EMEA,Coach,"Elise,Kindred,Taliyah",Assistant Coach;Jungle,False,False,1.0,Kirei
Kirel,United States,,,,North America,Support,,Support,True,False,,Kirel
Kirian,Portugal,,,,Europe,Bot,,Bot,True,False,,Kirian
Kirighaya,Slovakia,,,,Europe,Jungle,,Jungle,True,False,,"Kirighaya, Hokage"
Kirin,Portugal,,,,Europe,Support,,Support,True,False,,Kirin
KirinBoss,Japan,,Japan,,PCS,Coach,,Coach,False,False,,KirinBoss
Kirino,Malaysia,2001-01-22,Southeast Asia,,Asia Pacific,Mid,"Zed,Viktor,Azir,Akali",Mid,False,False,1.0,"Kirino, LEElK"
Kirito (David Koppmann),Austria,1995-03-08,Europe,,EMEA,Top,"Malphite,Kayle",Top,False,False,1.0,"Kirito (David Koppmann), Sky (David Koppmann), TheSky"
Kirito (Nicolás Olavarría),Chile,1998-06-22,Latin America South,,Latin America,Mid,"Zed,Corki,LeBlanc,Lee Sin",Mid,False,False,1.0,"Kirito (Nicolás Olavarría), Kiri, Kirit0 (Nicolás Olavarría), Kun (Nicolás Olavarría), Misteryous"
Kiros,Colombia,,Latin America North,Leões Porto Salvo Esports,Latin America,Manager,"Janna,Ezreal,Karma,Lucian",Team Manager,False,False,,Kiros
Kirt,Hong Kong,2000-04-13,,,Asia Pacific,Coach,,Coach,False,False,1.0,"Kirt, TDSü, TDSü廣東爆肥"
Kiru,Vietnam,2006-08-09,,Baby Whales,Vietnam,Mid,,Mid,False,False,1.0,"Kiru, Naviah, Paper heart"
Kisee,Vietnam,2003-03-07,Oceania,Vivo Keyd Stars Academy,Asia Pacific,Mid,,Mid,False,False,1.0,"Kisee, Ryot"
Kish,South Korea,1991-08-14,,,Korea,Support,"Sona,Zyra",Support,True,False,1.0,"Kish, Kkinsh, Muse"
Kismet (Guo Bo-Wen),China,,,,China,Support,,Support,False,False,,Kismet (Guo Bo-Wen)
Kismet (Lau Tsz Kwan),Hong Kong,,,,Asia Pacific,Jungle,,Jungle,False,False,,Kismet (Lau Tsz Kwan)
Kisno,United States,2002-12-28,,Dragoon's Goons,North America,Jungle,"Kindred,Viego",Jungle,False,False,1.0,Kisno
Kisof,France,,,,Europe,Bot,,Bot,True,False,,"Kisof, Kisof22"
Kiss me,Netherlands,,Europe,,EMEA,Coach,,Assistant Coach,False,False,,"Kiss me, Kiss me you fool"
Kiss Shot (Marat Safin),Russia,,,,CIS,Support,,Support,True,False,,Kiss Shot (Marat Safin)
KissNkite,Turkey,,,,Turkey,Bot,"Kalista,Vayne,Jinx",Bot,True,False,,"KissNkite, KillerEs, KillerS"
KissShot,Thailand,,Southeast Asia,,SEA,Bot,,Bot,True,False,,KissShot
Kisuke (Emir Alkan),Turkey,,,PCIFIC Espor,EMEA,Bot,,Bot,False,False,,Kisuke (Emir Alkan)
Kisze,Hungary,2000-02-14,Europe,,EMEA,Bot,"Kai'Sa,Vayne",Bot,False,False,1.0,Kisze
Kit,Vietnam,1997-08-18,Southeast Asia,,Vietnam,Support,"Gragas,Thresh,Tahm Kench,Nidalee",Support,True,False,1.0,"Kit, Kidz, Tuan Vi"
Kita,Brazil,,,Los Grandes Academy,Brazil,Support,,Support,False,False,,Kita
Kitagawra,China,,,,North America,Bot,Twitch,Bot,False,False,,Kitagawra
Kitano,France,,Europe,Nameless (French Team),EMEA,Top,"Kled,Olaf,Ornn,K'Sante",Top,False,False,,"Kitano, Kitanø"
Kitcheru,Spain,2001-06-24,Europe,Ramboot Club,EMEA,Coach,,Assistant Coach;Analyst,False,False,1.0,Kitcheru
Kite (Kim Yong-yeon),South Korea,1995-02-06,,Fukuoka SoftBank HAWKS gaming,Korea,Coach,,Coach,False,False,1.0,Kite (Kim Yong-yeon)
Kite (Petr Maroušek),Czech Republic,2003-04-09,Europe,,EMEA,Bot,,Bot,False,False,1.0,Kite (Petr Maroušek)
KiteAzure,United States,,,,North America,Mid,,Mid,False,False,,KiteAzure
Kitin,Panama,2000-08-08,Latin America North,DSC3V,Latin America,Bot,"Ezreal,Draven,Aphelios",Bot,False,False,1.0,Kitin
Kitorinho,Colombia,,,,Latin America,Top,,Top,True,False,,"Kitorinho, Kitora"
KittenBoy,Thailand,,,,SEA,Substitute,,Substitute,True,False,,KittenBoy
Kitties,China,1992-09-03,,,China,Support,,Support,True,False,1.0,"Kitties, Cocoa, Dd (Liu Hong-Jun), 射可可"
Kitty (Athena Jiang),Australia,2002-08-02,,,Asia Pacific,Caster,,Caster,False,False,1.0,"Kitty (Athena Jiang), Kiittwy"
Kitty (Sander Everink),Netherlands,1994-10-17,,,Europe,Bot,Miss Fortune,Bot,True,False,1.0,"Kitty (Sander Everink), Kittyhehe"
kittyyy,United States,,,,North America,Mid,Qiyana,Mid,True,False,,Kittyyy
kiTTz,Poland,1995-05-09,,,Europe,Coach,Lee Sin,Coach,True,False,1.0,KiTTz
Kituruken,Turkey,2001-08-03,Turkey,,EMEA,Jungle,,Jungle,False,False,1.0,Kituruken
Kitzuo,United States,1997-09-26,,Peak Performers (North American Team),North America,Jungle,"Lee Sin,Rengar,Ryze",Jungle,False,False,1.0,"Kitzuo, Dat (Thành Đạt Nguyễn Trần)"
Kiu,Hong Kong,2000-01-05,Taiwan,,LMS,Support,"Thresh,Fiddlesticks,Morgana,Shen",Support,True,False,1.0,"Kiu, VampadeZ"
Kiuske,Poland,2001-09-06,Europe,Entropiq,EMEA,Coach,"Nidalee,Taliyah,Evelynn,Briar",Head Coach,False,False,1.0,Kiuske
Kiwi,China,1997-07-26,,,China,Jungle,,Jungle,True,False,1.0,"Kiwi, Lcy, RN"
Kiwi (Do Benoist),Netherlands,,,,Europe,Jungle,,Jungle,True,False,,"Kiwi (Do Benoist), Kiwidodo"
KiWiKiD,United States,1993-11-08,,,North America,Support,"Fizz,Renekton,Rumble",Support,True,False,1.0,"KiWiKiD, Kiwi kid, TheRealKiWiKiD"
Kiy1n9,China,,,,China,Jungle,,Jungle,True,False,,Kiy1n9
Kizuro (Adam Pokorný),Czech Republic,,Europe,Inside Games,EMEA,Coach,,Coach,False,False,,Kizuro (Adam Pokorný)
Kizuro (Mikołaj Ossowski),Poland,1998-05-02,,,Europe,Jungle,,Jungle,True,False,1.0,Kizuro (Mikołaj Ossowski)
kKeo,Czech Republic,2002-10-24,Europe,,EMEA,Mid,,Mid,False,False,1.0,"KKeo, JulianKincl"
kkk1,China,1996-09-15,,,China,Bot,,Bot,True,False,1.0,"Kkk1, 123, HiGo03, Mrsj, Suk1M, SukiM"
KKLVL,Kuwait,2000-11-11,,,,Mid,"Katarina,Akali,Irelia,Seraphine",Mid,True,False,1.0,KKLVL
kkOma,South Korea,1985-12-23,,T1,Korea,Coach,"Riven,Shyvana",Head Coach,False,False,1.0,KkOma
kksh,Brazil,1999-10-15,,Rise Gaming,Brazil,Bot,,Bot,False,False,1.0,"Kksh, Kakashi, Kakashi1"
kkureNo,South Korea,,,,Korea,Top,,Top,True,False,,"KkureNo, Ren (Jung Byung-wook)"
kkytj,China,1999-04-25,,,North America,Top,"Fiora,Camille",Top,False,False,1.0,Kkytj
Kkyul,South Korea,,,,Korea,Support,,Support,True,False,,"Kkyul, CariNg"
Kl (Carlos Vilchez),Peru,1997-08-17,Latin America North,,Latin America,Support,,Support,False,False,1.0,"Kl (Carlos Vilchez), Kael (Carlos Vilchez), Khael (Carlos Vilchez), Khl"
KL (So Ka Lung),Hong Kong,2000-10-08,Taiwan,,Asia Pacific,Jungle,,Jungle,True,True,1.0,"KL (So Ka Lung), Kaloopao, SKL"
Klaabu,Estonia,,,,Europe,Mid,"Cassiopeia,Orianna,Malzahar,Syndra",Mid,True,False,,Klaabu
Klaj,Sweden,1996-01-30,Europe,,EMEA,Support,,Support,False,False,1.0,"Klaj, Klajbajk"
Klajdi12,Albania,,,,Europe,Coach,,Head Coach,True,False,,Klajdi12
Klaus,Brazil,1996-11-03,,,Brazil,Bot,"Jinx,Tristana",Sponsor,True,False,1.0,Klaus
Klaus (Canadian Player),Canada,,,,North America,Jungle,Malphite,Jungle,True,False,,Klaus (Canadian Player)
Klaus8,South Korea,2001-08-05,,,Korea,Jungle,,Jungle,False,False,1.0,Klaus8
KLEBIN,Brazil,,,,Brazil,Mid,"LeBlanc,Syndra,Cassiopeia,Veigar",Mid,True,False,,"KLEBIN, Bastiaozim, KLEBIN1"
Kleros,Chile,1997-01-17,,,Latin America,Caster,"Lux,Thresh,Amumu",Caster,False,False,1.0,Kleros
Klevesjokk,Norway,,,,Europe,Support,,Support,True,False,,Klevesjokk
Klexo,United States,2003-08-04,,Purdue University Northwest,North America,Mid,Akali,Mid,False,False,1.0,Klexo
Kliste,Czech Republic,,,,Europe,Top,,Top,True,False,,Kliste
Kloft,United States,,,,North America,Support,,Support,True,False,,Kloft
KlonkGronk,United States,,,,North America,Top,,Top,True,False,,KlonkGronk
Klorell,Poland,2004-07-04,,,EMEA,Bot,,Bot,False,False,1.0,Klorell
Klowdy,Spain,2001-12-21,Europe,,EMEA,Mid,,Mid,False,False,1.0,"Klowdy, Klowd, SantaKlowdy"
KLOWNY,Serbia,1999-01-02,Europe,Partizan Esports,EMEA,Top,"Gangplank,Rumble,Aatrox,Kalista",Top,False,False,1.0,"KLOWNY, Klownie"
Klownz,Jordan,1999-10-19,,Baam Esports,EMEA,Support,,Support,False,False,1.0,"Klownz, Mohammad"
Kluukkluuk,Netherlands,1997-05-18,,,Europe,Jungle,"Lee Sin,Kindred,Elise,Nidalee",Jungle,True,False,1.0,Kluukkluuk
Klyde,Philippines,1999-09-08,Southeast Asia,,SEA,Bot,"Xayah,Lucian",Bot,True,False,1.0,"Klyde, Crit (Klyde Abello)"
Klydex,Latvia,,,,Europe,Bot,"Vayne,Lucian",Bot,True,False,,Klydex
Klyon,Brazil,,,,Brazil,Support,,Support,True,False,,"Klyon, Kly0n"
Km1er,China,,,,North America,Bot,,Bot,False,False,,Km1er
Kmi,China,,,,China,Support,,Support,True,False,,"Kmi, EQ, K4mi"
Knedla,Czech Republic,2000-04-16,Europe,EXILE esports,EMEA,Jungle,"Graves,Ekko,Lee Sin,Karthus,Trundle,Volibear,Olaf",Jungle,False,False,1.0,"Knedla, Knedlaaa"
Knemo,Finland,,Europe,,EMEA,Mid,,Mid,False,False,,Knemo
KNEZA,Czech Republic,2004-02-25,Europe,Team UNiTY,EMEA,Bot,,Bot,False,False,1.0,KNEZA
KnicNicks,United States,,,Savannah College of Art and Design,North America,Coach,"Camille,Gwen",Top,False,False,,KnicNicks
Knifegun5566,Taiwan,,,,LMS,Jungle,Singed,Jungle,True,False,,Knifegun5566
Knight (Esteban Salas),Costa Rica,,,,Latin America,Support,,Support,True,False,,Knight (Esteban Salas)
Knight (Isaac Chico),Ecuador,2001-11-30,,,Latin America,Mid,"Irelia,Teemo,Akali",Mid,True,False,1.0,Knight (Isaac Chico)
Knight (Jose Caballero),Ecuador,,,,Latin America,Jungle,,Jungle,True,False,,"Knight (Jose Caballero), Knight (Jose Andres Caballero)"
Knight (Lee Geon),South Korea,,,,Korea,Mid,,Mid,True,False,,"Knight (Lee Geon), Chorong (Lee Sung-jin), KooN, LouisXGeeGee, Loyal (Lee Geon)"
Knight (Vũ Hồng Sơn),Vietnam,1999-06-04,Southeast Asia,,Vietnam,Jungle,,Jungle,False,False,1.0,"Knight (Vũ Hồng Sơn), 16 knight, Darklord"
knight (Zhuo Ding),China,2000-05-22,,Bilibili Gaming,China,Mid,"Ahri,Ekko,Ryze,Akali,Syndra,Sylas",Mid,False,False,1.0,"Knight (Zhuo Ding), Knight (Zhou Ding), Knight9, ZHUO (Zhuo Ding), 卓定"
Knighter,Denmark,,Europe,,EMEA,Mid,"Ryze,Azir",Mid,False,False,,Knighter
Knika,Portugal,,Europe,UCAM Esports Academy,EMEA,Top,,Top,False,False,,Knika
Knives,United States,,,,North America,Top,,Top,True,False,,Knives
knob HK,Hong Kong,,,,China,Bot,,Bot,True,False,,"Knob HK, Knob"
Knod,Chile,1998-06-27,,,Latin America,,"Camille,Gnar,Jayce",Top,True,False,1.0,Knod
KNOK1,Lithuania,,Europe,G2 Hel,EMEA,Manager,,Team Manager;Coach,False,False,,"KNOK1, Simple nickname"
knot,Japan,,,,Japan,Mid,Fiddlesticks,Mid,True,False,,Knot
KNoW NAME,Chile,,,,Latin America,Jungle,,Jungle,True,False,,KNoW NAME
Knudsen,Denmark,2001-06-08,,,Europe,Bot,Yasuo,Bot,True,False,1.0,Knudsen
Knut,China,,,,SEA,Jungle,,Jungle,True,False,,Knut
Knut Erik,Norway,,Europe,,EMEA,Jungle,,Jungle,False,False,,"Knut Erik, Knut Eric"
Ko0n,Iceland,,,,Europe,Jungle,,Jungle,True,False,,Ko0n
Koala (Alexis Gonzalez),France,,,Esprit Shōnen,EMEA,Top,,Top,False,False,,"Koala (Alexis Gonzalez), K0ala"
Koala (Braulio Hernandez),Mexico,2003-04-10,,,Latin America,Top,"Jax,Swain,Volibear",Top,False,False,1.0,"Koala (Braulio Hernandez), El Koala, Lkoala"
Koala (Dennis Berg),Switzerland,,,,Europe,Support,,Support,True,False,,"Koala (Dennis Berg), Koala with a Hat"
Koala (Lin Chih-Chiang),Taiwan,1995-08-16,LMS,,Asia Pacific,Coach,"Bard,Thresh,Nami",Assistant Coach,False,False,1.0,Koala (Lin Chih-Chiang)
Koala (Zosimo Geluz),United States,,,,North America,Jungle,,Jungle,True,False,,"Koala (Zosimo Geluz), Tskoala"
Koan,Colombia,,,,Latin America,Bot,"Xayah,Vayne,Riven",Bot,False,False,,Koan
Koba,France,2000-12-26,Europe,Joblife,EMEA,Bot,Aphelios,Bot,False,False,1.0,"Koba, Koba LaD"
Kobbe,Denmark,1996-09-21,Europe,,EMEA,Bot,"Xayah,Jhin",Bot,False,False,1.0,"Kobbe, K0BBE"
Kobben,Sweden,,Europe,INT Esports,EMEA,Top,,Top,False,False,,Kobben
Kobe,United States,1986-06-29,,Riot Games Inc.,North America,Caster,"Shaco,Amumu",Caster,False,False,1.0,"Kobe, Kobe24"
Kobra,Argentina,,,,Latin America,Mid,,Mid,False,False,,Kobra
Kobrq,Costa Rica,2005-06-15,,DCT eSports,Latin America,Mid,"Kayle,Sylas,Xayah,Samira",Mid,False,False,1.0,"Kobrq, Kobraq"
Kobs,France,2003-10-16,Europe,Esprit Shōnen,EMEA,Jungle,"Viego,Lee Sin,Sejuani,Xin Zhao",Jungle,False,False,1.0,"Kobs, Koby (Rayan Mahiddine)"
Koby (Kebin Li),United States,,,,North America,Top,,Top,True,False,,Koby (Kebin Li)
Kocourek,Czech Republic,1996-04-09,Europe,,EMEA,Jungle,,Jungle,False,False,1.0,"Kocourek, Angel (Sebastián Vrzák), Benchgel, Kitten TomCat, Sebi Vrzák"
Koczis,Poland,1998-12-03,Europe,Inside Games,EMEA,Jungle,"Kha'Zix,Lee Sin,Nidalee,Bel'Veth",Jungle,False,False,1.0,Koczis
KODA,Belarus,,,,CIS,Mid,,Mid,True,False,,"KODA, KOODA"
Kodo,Spain,,Europe,,EMEA,Bot,,Bot,False,False,,Kodo
Koe,China,,,,China,Mid,,Mid,True,False,,Koe
Koeles,Hungary,,,,Europe,Top,,Jungle,True,False,,Koeles
Koenraad II,Belgium,2001-05-13,Europe,,EMEA,Mid,,Mid,False,False,1.0,"Koenraad II, Asgcake, Koenraad"
Kofla,Colombia,,,,Latin America,Bot,,Bot,True,False,,Kofla
Kofte,Turkey,2001-05-15,Turkey,Zero Tenacity,EMEA,Mid,"Yone,Tristana,Lucian,Azir",Mid,False,False,1.0,"Kofte, Yzn"
Koi (Jakub Nowicki),Poland,1995-02-11,,,Europe,Top,"Renekton,Shen,Jax,Irelia",Top,True,False,1.0,Koi (Jakub Nowicki)
Koi (Kory Lee),Canada,,,,North America,Coach,,Head Coach,True,False,,"Koi (Kory Lee), Kohree"
Koic,United States,2001-05-02,,Seed 32,North America,Top,"Karma,Ornn,Gwen",Support;Head Coach,False,False,1.0,Koic
Koichi,,,,,Europe,Support,,Mid,True,False,,Koichi
KoiFish,Denmark,1988-04-25,,,Europe,Coach,,Head Coach,True,False,1.0,KoiFish
Koira,Argentina,,,,Latin America,Bot,,Bot,False,False,,Koira
koisi (Kodai Fukuda),Japan,,Japan,,Asia Pacific,Bot,,Bot,False,False,,"Koisi (Kodai Fukuda), Amethyst (Kodai Fukuda)"
kojima,Brazil,2004-06-02,,Izanagi eSports,Brazil,Bot,,Bot,False,False,1.0,"Kojima, Adroitnes"
Kokas,Spain,,Europe,,EMEA,Mid,,Mid,False,False,,"Kokas, Kokaxe"
KoKo,Spain,1998-03-16,,,Europe,Support,"Alistar,Nami,Trundle,Rakan",Support,True,False,1.0,"KoKo, ReX KoKo"
KoKooPuffs,United States,,,,North America,Top,,Top,True,False,,"KoKooPuffs, KoKo (James Ko)"
Kokorikos,,,,,Europe,Top,,Top,True,False,,Kokorikos
